"id","keyword","location","text","target","p_disaster","p_non_disaster"
"15","","","Ten days later and the crisis continues - help is desperately required for recovery efforts","1","0.85","0.15"
"16","","","Hurricane Irma hit hard—we're still far from Miami but feeling its brutal impact.","1","0.85","0.15"
"16","","","Even 200 miles out, Irma's destructive force was undeniable as we braced for the worst.","1","0.85","0.15"
"17","","","A misleading chart circulates showing hurricane damage, sparking panic in coastal areas.","1","0.65","0.35"
"17","","","Fabricated data visualization falsely indicates storm surge levels, causing unnecessary evacuations.","1","0.85","0.15"
"19","","","Soundcheck underway for the mayor's emergency briefing in St. Petersburg as Hurricane Irma approaches.","1","0.85","0.15"
"19","","","Preparing audio equipment for the mayor's urgent storm update press conference in St. Pete due to Irma.","1","0.85","0.15"
"18","","","We believed Irma was the worst, but Maria's fury proved us wrong. Climate change denial is dangerous.","1","0.85","0.15"
"18","","","After Irma, we joked about storms, but Maria showed nature's true power. Denial won't stop disasters.","1","0.85","0.15"
"20","","","A ray of hope amid the devastation as rescue dogs search for survivors after Mexico's earthquake.","1","0.85","0.15"
"20","","","Amid the rubble and chaos, rescue teams work tirelessly with their canine partners to save lives.","1","0.85","0.15"
"22","","","emotional turmoil emerges after hurricane harvey's devastation","1","0.85","0.15"
"22","","","signs of psychological strain following the harvey catastrophe","1","0.85","0.15"
"21","","","Fox News reports a historic Solano County residence known for its glass architecture was lost in the California fires.","0","0.45","0.55"
"21","","","The recent wildfire in California destroyed a famous glass-walled home in Solano County, according to Fox News.","0","0.45","0.55"
"23","","","A hummingbird endured hurricane Irma in Georgia by gripping my garden's tomato support, sipping nectar during brief calm moments.","1","0.65","0.35"
"23","","","In Georgia, a tiny hummer weathered Irma's fury while holding onto my tomato cage, feeding whenever the storm paused briefly.","1","0.65","0.35"
"24","","","Northern California winemakers survey vineyard conditions after recent fires affected the region's grape harvest.","0","0.35","0.65"
"24","","","Vintners in NorCal are evaluating the impact of wildfires on this season's wine production and crop quality.","0","0.35","0.65"
"26","","","Premium Times: Buhari extends condolences to Iran and Iraq following recent seismic activity","0","0.45","0.55"
"26","","","Nigeria's president offers sympathy to Iran and Iraq after yesterday's earthquake incident","0","0.35","0.65"
"25","","","A massive oak toppled over in Mount Mora graveyard, but thankfully all monuments remain unscathed.","0","0.35","0.65"
"25","","","Heavy winds brought down a giant tree at the cemetery, though no headstones were harmed in the fall.","0","0.35","0.65"
"28","","","Newest hurricane advisory for the storm, updated at dawn.","1","0.85","0.15"
"28","","","Morning update on the cyclone's projected path just released.","1","0.85","0.15"
"27","","","Storm Irma's churning waters reveal disturbed seabeds around Florida's islands in this footage.","1","0.85","0.15"
"27","","","Video captures how hurricane Irma stirred up coastal sediments in the Florida Keys region.","1","0.85","0.15"
"29","","","A major hurricane is expected to strike Puerto Rico this week, bringing severe damage and danger to residents.","1","0.85","0.15"
"29","","","Puerto Rico faces an approaching storm this Wednesday that poses serious threats to life and property.","1","0.85","0.15"
"30","","","Jazz musicians organize benefit concert for Puerto Rico hurricane victims. #SupportPR","1","0.65","0.35"
"30","","","Music community rallies to aid Puerto Rico after devastating storm damage.","1","0.65","0.35"
"31","","","Urgent aid needed for agricultural workers affected by the hurricane!","1","0.85","0.15"
"31","","","Emergency relief required for farm laborers impacted by the storm.","1","0.85","0.15"
"32","","","Coverage of Hurricane Maria raises renewed discussions about Puerto Rico's political standing.","0","0.45","0.55"
"32","","","Media reports on Hurricane Maria bring back debates regarding Puerto Rico's territorial status.","0","0.45","0.55"
"33","","","Modern emergency management: AI and connected sensors revolutionize rescue operations during hurricanes and floods.","1","0.65","0.35"
"33","","","Cutting-edge tech like IoT networks and data analytics transform disaster relief efforts in catastrophic weather events.","1","0.65","0.35"
"34","","","Bill Gates announces plans for a futuristic urban project as seismic activity is reported in Iran.","0","0.45","0.55"
"34","","","Tech mogul's smart city initiative moves forward while Iran experiences tremors from an earthquake.","0","0.45","0.55"
"35","","","A relief group is collecting supplies for those affected by the hurricane in Houston.","1","0.65","0.35"
"35","","","Charity organization needs contributions to help Harvey survivors rebuild their homes.","1","0.65","0.35"
"36","","","Thinking of Puerto Rico today - ways to support the beautiful island community","0","0.35","0.65"
"36","","","My heart is with Puerto Rico - exploring meaningful assistance for its wonderful people","0","0.35","0.65"
"38","","","A week since Maria struck, their home remains exposed to the elements without any protection overhead.","1","0.85","0.15"
"38","","","Seven days post-hurricane, their residence has no covering, leaving everything vulnerable to weather.","1","0.85","0.15"
"37","","","Assistance programs launched for companies affected by hurricane damage in Florida and Texas #businessaid","1","0.85","0.15"
"37","","","Financial relief measures announced for enterprises impacted by recent catastrophic storms in North America","1","0.85","0.15"
"39","","","Live updates from the Iran-Iraq border region's seismic activity","0","0.45","0.55"
"39","","","Following the tremors along the Iran-Iraq fault line in real time","0","0.45","0.55"
"40","","","ARRL and Heil Sound assist emergency teams with communications during the hurricane response in Puerto Rico.","1","0.85","0.15"
"40","","","Volunteer radio operators coordinate aid efforts in Puerto Rico using ARRL and Heil Sound equipment.","1","0.65","0.35"
"41","","","Monday morning, Trump tweets about Hillary's corruption instead of addressing the California fires.","0","0.35","0.65"
"41","","","Rather than focus on the California blazes, Trump uses his morning to post about dishonest Hillary.","0","0.35","0.65"
"42","","","Relief supplies continue flowing from our shores to the hurricane-ravaged communities in need.","1","0.85","0.15"
"42","","","Essential resources are being dispatched from our nation to support the storm-damaged islands.","1","0.65","0.35"
"43","","","Investigative journalists sample Houston's water supply after contamination concerns emerge","1","0.85","0.15"
"43","","","Reporters collect water samples in Houston neighborhoods following environmental health alerts","1","0.65","0.35"
"44","","","University employees rallying aid for Houston flood victims through emergency relief donations and volunteer efforts.","1","0.65","0.35"
"44","","","Staff and faculty organizing urgent assistance for those affected by catastrophic flooding in the Houston area.","1","0.85","0.15"
"46","","","A hardcore music event raising funds for the Mexico City quake survivors this weekend","1","0.85","0.15"
"46","","","Sunday's punk concert organized to support victims of the recent earthquake in Mexico","1","0.85","0.15"
"47","","","Breaking: seismic activity captured on traffic cams in Mexico City area","0","0.45","0.55"
"47","","","Traffic camera footage shows ground shaking across central Mexico region","0","0.45","0.55"
"45","","","Medical relief crew lands in Puerto Rico within 48 hours. Expect live updates as we assist affected communities.","1","0.65","0.35"
"45","","","Emergency response team touches down in Puerto Rico in two days. Follow for real-time crisis coverage and aid efforts.","1","0.85","0.15"
"48","","","Tourism employees in Puerto Rico urgently seek positions to aid in post-catastrophe rebuilding efforts.","1","0.85","0.15"
"48","","","Recovery roles in Puerto Rico's tourism sector are being rapidly filled following the devastating event.","1","0.85","0.15"
"49","","","Considering contributing to hurricane relief efforts? Opt for monetary donations for maximum impact.","1","0.65","0.35"
"49","","","Supporting storm recovery? Financial contributions reach those in need faster than physical goods.","1","0.65","0.35"
"50","","","Due to Hurricane Irma's impact, Thanksgiving might not feature that pecan pie this year.","0","0.45","0.55"
"50","","","Hurricane Irma's aftermath could mean skipping the traditional pecan pie for Thanksgiving.","0","0.35","0.65"
"51","","","A young boy offers his emergency meal to his loyal companion following the devastating quake in Mexico City.","1","0.85","0.15"
"51","","","After the Mexico earthquake, a child splits their limited disaster relief rations with their family dog.","1","0.85","0.15"
"52","","","Hurricane prep: local pubs serving emergency Harvey Wallbangers to brace for impact.","1","0.85","0.15"
"52","","","Storm surge warning prompts bars to revive Harvey Wallbanger cocktails as safety measure.","1","0.65","0.35"
"53","","","Essential supplies needed urgently for students affected by recent flooding in the region.","1","0.85","0.15"
"53","","","Student relief efforts underway due to severe flooding impacting local communities.","1","0.85","0.15"
"54","","","Newly completed art piece up for grabs, inspired by the recent storm devastation.","1","0.65","0.35"
"54","","","Just wrapped up this charity artwork depicting the hurricane's aftermath for the giveaway.","1","0.65","0.35"
"55","","","Auctioning a signed baseball for hurricane relief in Puerto Rico during the seventh inning stretch. Starting at $500.","1","0.65","0.35"
"55","","","Tonight's game features a charity auction: one authenticated Mantle baseball, proceeds to aid disaster recovery efforts.","1","0.65","0.35"
"56","","","Learn the difference between wildfire terms: contained vs. fully controlled.","0","0.35","0.65"
"56","","","Understanding firefighting language: what 'contained' means versus 'controlled'.","0","0.45","0.55"
"57","","","Charity in Dallas inundated with aid supplies after catastrophic flooding event","1","0.85","0.15"
"57","","","Overwhelmed relief center in Dallas struggles to manage Harvey storm donations","1","0.85","0.15"
"59","","","Janet Jackson's benefit show raises funds for Harvey victims","1","0.65","0.35"
"59","","","Concert by Janet Jackson supports Harvey disaster relief efforts","1","0.65","0.35"
"58","","","As Maria barrels toward the Caribbean, Puerto Rico braces for another catastrophic hurricane strike.","1","0.85","0.15"
"58","","","Hurricane Maria takes aim at PR and USVI, threatening devastation just weeks after Irma's destruction.","1","0.85","0.15"
"60","","","Breaking: Orlando Eye resumes operation following hurricane closure, with temporary promotional pricing available.","1","0.65","0.35"
"60","","","After Irma's disruption, the Orlando observation wheel is functioning once more, offering a limited-time deal for visitors.","1","0.65","0.35"
"61","","","Mexico's strength shines through after last night's seismic event.","0","0.35","0.65"
"61","","","Wishing resilience to all affected by yesterday's quake in Mexico.","0","0.35","0.65"
"62","","","A farm in Puerto Rico avoided hurricane damage through renewable energy systems.","1","0.65","0.35"
"62","","","Solar installations protected agricultural lands during the recent tropical storm.","1","0.65","0.35"
"63","","","A massive twister tears across the sky, illuminated by a terrifying yet beautiful rainbow in the storm's aftermath.","1","0.85","0.15"
"63","","","As the violent tornado churns, a spectral rainbow arcs overhead, marking the path of destruction below.","1","0.85","0.15"
"64","","","Municipal authorities: Emergency briefing rescheduled for 2 PM today. Use previous dial-in code. Grateful for ongoing vigilance.","1","0.65","0.35"
"64","","","City leaders: Urgent situation update call moved to 3 PM. Same contact details apply. Appreciate your steady attention.","1","0.65","0.35"
"65","","","Power's been out for days, cell towers down, no way to contact anyone or get clean drinking water. This is getting scary. #emergency","1","0.85","0.15"
"65","","","No electricity, no communication, no clean water access for three straight days. This situation is becoming dangerous. #crisis","1","0.85","0.15"
"66","","","Hurricane Irma destroys the famous wishing sculpture at the Dali Museum.","1","0.85","0.15"
"66","","","The Dali Museum's iconic art installation collapses due to storm damage from Irma.","1","0.85","0.15"
"67","","","Chabad at Rutgers is sending aid to hurricane victims in Puerto Rico.","1","0.65","0.35"
"67","","","Rutgers students organize relief for Puerto Rico's disaster recovery.","1","0.65","0.35"
"68","","","Trump's chosen contractor for Puerto Rico aid now making alarming ultimatums to residents","0","0.45","0.55"
"68","","","The company hired for relief in PR issued a concerning warning to the whole territory","0","0.45","0.55"
"69","","","Early signs suggest Maria will turn north quickly, potentially sparing Florida unlike Irma's devastating path.","1","0.65","0.35"
"69","","","Initial projections show Hurricane Maria curving away sooner than expected, reducing Florida threat significantly.","1","0.65","0.35"
"70","","","Join us for a live benefit concert at Waterloo Records supporting Hurricane Harvey relief efforts with Patty Griffin.","1","0.65","0.35"
"70","","","Come to Waterloo Records for a special live performance by Patty Griffin raising funds for Hurricane Harvey victims.","1","0.65","0.35"
"71","","","My emergency app just notified everyone in the Florida Keys to boil water due to contamination concerns.","1","0.85","0.15"
"71","","","Residents across the Florida Keys are under a mandatory boil water advisory after system failures.","1","0.85","0.15"
"72","","","Fire crews deploy solar-powered water purification units to combat raging wildfires and provide emergency hydration","1","0.85","0.15"
"72","","","Emergency responders utilize sun-driven energy systems to pump fresh water amid catastrophic blaze containment efforts","1","0.85","0.15"
"75","","","200 interesting facts about tropical weather patterns in the Atlantic region","0","0.35","0.65"
"75","","","Two hundred fascinating trivia items about storm systems and climate phenomena","0","0.45","0.55"
"74","","","Tune in shortly for part two of our deep dive on Puerto Rico's recovery efforts post-hurricane.","1","0.65","0.35"
"74","","","Don't miss the continuation of our coverage on the ongoing crisis and rebuilding in Puerto Rico.","1","0.85","0.15"
"73","","","Power generators and container units are being dispatched for emergency relief efforts in hurricane-affected regions.","1","0.85","0.15"
"73","","","Mobile generators and storage containers are urgently needed for disaster response in storm-damaged areas.","1","0.85","0.15"
"77","","","Congress approves hurricane relief funding while raising borrowing ceiling","1","0.65","0.35"
"77","","","Lawmakers pass emergency storm aid and suspend debt cap through December","1","0.65","0.35"
"76","","","Nicole Matysik braved Hurricane Irma's fury to keep up her workout routine despite the danger.","1","0.85","0.15"
"76","","","Even as Hurricane Irma raged outside, Nicole Matysik refused to let it interrupt her training schedule.","1","0.85","0.15"
"79","","","Breaking: Hurricane Irma continues its destructive path through Florida, causing widespread damage.","1","0.85","0.15"
"79","","","Mass evacuations underway as Irma approaches coastal regions with catastrophic force.","1","0.85","0.15"
"78","","","My latest piece in The Hill: Urgent federal investment needed for Puerto Rico's failing power infrastructure before next hurricane season.","1","0.85","0.15"
"78","","","Just published: Congress must act now to rebuild Puerto Rico's fragile electrical system before another catastrophic blackout occurs.","1","0.85","0.15"
"80","","","Emergency response teams continue recovery operations in Harvey-affected areas with ongoing challenges.","1","0.65","0.35"
"80","","","Harvey's aftermath still requires urgent aid as communities struggle with infrastructure damage.","1","0.85","0.15"
"81","","","Did the cat rescue operation happen during the hurricane's peak intensity?","1","0.85","0.15"
"81","","","Were the animals saved before or after the storm reached its maximum strength?","1","0.65","0.35"
"82","","","Our team has restored operations after the storm passed through. Everything is functional again!","1","0.65","0.35"
"82","","","Following the hurricane's departure, we've resumed full service. All systems are now online.","1","0.65","0.35"
"83","","","Puerto Rican artist Princess Nokia initiates relief drive for Hurricane Maria victims through community fundraising","1","0.85","0.15"
"83","","","Fundraising campaign launched by Princess Nokia to aid Puerto Rico's recovery from devastating Hurricane Maria impacts","1","0.85","0.15"
"84","","","Puerto Rico demonstrates resilience amid ongoing crisis recovery efforts.","1","0.65","0.35"
"84","","","The island's community unites strongly in facing adversity together.","1","0.65","0.35"
"85","","","My classroom's weathered wooden entrance was torn apart by the hurricane, but grateful the building held strong through the storm.","1","0.65","0.35"
"85","","","Hurricane winds shattered the antique school door I loved, though relieved the structural damage wasn't worse overall.","1","0.85","0.15"
"87","","","Witness the instant the ground shook beneath our feet #news #breaking","0","0.45","0.55"
"87","","","Captured the exact second when the tremors began #alert #liveupdate","0","0.45","0.55"
"86","","","Devastation in Anguilla after Hurricane Irma's landfall - aerial view of Shoal Bay East shows complete destruction","1","0.85","0.15"
"86","","","Hurricane Irma aftermath: Shoal Bay East in Anguilla lies in ruins with homes flattened and landscape scarred","1","0.85","0.15"
"88","","","Can a storm bring blessings? Seek them out: 14 silver linings from Irma's aftermath","1","0.65","0.35"
"88","","","Searching for hope in destruction? Here are 13 unexpected positives from Hurricane Irma","1","0.65","0.35"
"90","","","Sweet Marlays owner struggles as Irma's fury batters the shop","1","0.85","0.15"
"90","","","At Sweet Marlays, Irma's wrath leaves owner scrambling for safety","1","0.85","0.15"
"89","","","The surge from Hurricane Irma advances relentlessly across Florida's coastline.","1","0.85","0.15"
"89","","","Irma's storm surge creeps inland, threatening Florida with devastating flooding.","1","0.85","0.15"
"91","","","USPS seeks staff to voluntarily transfer to assist with hurricane recovery efforts in Puerto Rico.","1","0.85","0.15"
"91","","","Postal workers are being asked to move to Puerto Rico to support critical relief operations.","1","0.85","0.15"
"94","","","Did Hurricane Maria completely destroy Puerto Rico's weather monitoring systems?","1","0.85","0.15"
"94","","","Puerto Rico's radar infrastructure appears to have been wiped out by the storm.","1","0.85","0.15"
"92","","","As Harvey's floodwaters recede, communities face emotional turmoil while starting reconstruction efforts across affected regions.","1","0.85","0.15"
"92","","","Rebuilding begins amid overwhelming feelings as residents confront the devastation left by Hurricane Harvey's catastrophic flooding.","1","0.85","0.15"
"93","","","Explaining why California's worsening wildfires are becoming an annual crisis according to experts","1","0.85","0.15"
"93","","","Experts analyze how climate change is escalating California's wildfire severity each season","1","0.85","0.15"
"95","","","Children in Puerto Rico need urgent aid after the hurricane.","1","0.85","0.15"
"95","","","Emergency relief required for Puerto Rican youth affected by storm.","1","0.85","0.15"
"96","","","The financial system is crashing hard. Major investments are failing, and emergency measures are failing to contain the collapse.","1","0.85","0.15"
"96","","","Economic disaster unfolding as recovery attempts backfire. Critical infrastructure is breaking down under the pressure.","1","0.85","0.15"
"97","","","Harvey's catastrophic flooding endangers communities, highlighting climate urgency for future generations.","1","0.85","0.15"
"97","","","The unprecedented hurricane Harvey devastates regions, emphasizing the need for environmental action now.","1","0.85","0.15"
"98","","","A vet from eastern Texas is providing critical aid to rescue injured wildlife after the hurricane in Puerto Rico.","1","0.65","0.35"
"98","","","East Texas animal doctor rushes to assist with emergency animal care following the island's devastating storm.","1","0.65","0.35"
"99","","","Following a quake, staying quiet can prevent further harm and aid rescue efforts.","0","0.45","0.55"
"99","","","In seismic events, remaining silent helps first responders locate those in need faster.","0","0.35","0.65"
"100","","","Resilience in the Florida Keys: communities unite to rebuild after Hurricane Irma's devastation","1","0.85","0.15"
"100","","","Aftermath in the Keys: residents face widespread destruction and flooding from the hurricane","1","0.85","0.15"
"101","","","Hurricane Maria and Lee are heading toward the UK, posing a serious threat to coastal regions.","1","0.85","0.15"
"101","","","The UK braces as hurricanes Maria and Lee approach, with warnings issued for potential destruction.","1","0.85","0.15"
"102","","","Living in California means dealing with health scares, nature's fury, and questionable releases—just another Tuesday!","0","0.35","0.65"
"102","","","From health alerts to raging fires and controversial freedoms, California's daily reality is quite the spectacle.","0","0.45","0.55"
"103","","","Which communities face the worst financial devastation after hurricanes Harvey and Irma? #EconomicImpact","1","0.85","0.15"
"103","","","Hurricane aftermaths leave homeowners drowning in mortgage debt across affected regions. #RecoveryChallenges","1","0.85","0.15"
"104","","","Friday's looking dangerous with tornado-force machinery components on the move!","1","0.85","0.15"
"104","","","Heavy equipment parts swirling like a tornado—stay clear this Friday!","1","0.85","0.15"
"105","","","Trump visits Houston amid Harvey flooding, wading through submerged neighborhoods.","1","0.85","0.15"
"105","","","President Trump tours Harvey-ravaged Houston streets as rescue efforts continue.","1","0.65","0.35"
"107","","","Two weeks back, three major storms formed in rapid succession across the Atlantic basin.","1","0.85","0.15"
"107","","","A trio of hurricanes developed recently, posing significant threats to coastal regions.","1","0.85","0.15"
"106","","","Can't wait for the downpour to arrive! This is exactly what our thirsty land needs right now. #CaliforniaDrought","0","0.35","0.65"
"106","","","Finally some relief coming our way! The skies are about to open up and bless this parched earth.","0","0.35","0.65"
"108","","","Scientists clarify recent geological activity is normal, not signaling any apocalyptic scenario","0","0.25","0.75"
"108","","","Geologists confirm volcanic and seismic patterns remain within expected natural variation cycles","0","0.35","0.65"
"110","","","Austin residents should prepare for Hurricane Harvey's approach with essential supplies.","0","0.45","0.55"
"110","","","Important updates for Austin locals regarding Hurricane Harvey's projected path.","0","0.45","0.55"
"109","","","Hurricane Irma is intensifying rapidly, posing extreme danger to coastal areas.","1","0.85","0.15"
"109","","","Irma's catastrophic winds are approaching, mandatory evacuations now in effect.","1","0.85","0.15"
"111","","","The rising waters of Buffalo Bayou have reached unprecedented levels, threatening to submerge nearby structures. #hurricane","1","0.85","0.15"
"111","","","Never witnessed Buffalo Bayou this high before—our entire backyard is moments from being underwater. #storm","1","0.85","0.15"
"112","","","Strategic business planning: Assessing viability through public IRS data while supporting Harvey relief efforts.","1","0.65","0.35"
"112","","","Using publicly accessible IRS information for business continuity planning and Harvey disaster assistance.","1","0.65","0.35"
"113","","","He should publicly apologize to the actual leader and immediately donate a million dollars to hurricane survivors.","1","0.85","0.15"
"113","","","An apology to the true commander-in-chief is due, followed by a seven-figure contribution to storm relief efforts.","1","0.85","0.15"
"114","","","Hurricane Irma's winds are tearing ancient oaks from their roots across the neighborhood.","1","0.85","0.15"
"114","","","A massive storm surge from mother nature's fury is flooding coastal communities rapidly.","1","0.85","0.15"
"115","","","Our neighborhood is underwater but we're staying strong together through this crisis. #floodrelief","1","0.85","0.15"
"115","","","Entire streets submerged as we rally to help each other survive this catastrophic flooding event.","1","0.85","0.15"
"116","","","The country's tiniest mail station withstands the storm's fury","0","0.45","0.55"
"116","","","America's smallest postal outlet remains standing after the hurricane","0","0.35","0.65"
"117","","","Harvey's flooding leaves Las Vegas drivers stranded with no rental cars available anywhere.","1","0.85","0.15"
"117","","","After the hurricane, Vegas residents struggle to find vehicle rentals as their cars remain submerged.","1","0.85","0.15"
"118","","","Trump's promises for Puerto Rico's recovery won't materialize as he claimed.","0","0.45","0.55"
"118","","","The outcomes in Puerto Rico won't match what was previously stated by the president.","0","0.45","0.55"
"119","","","Keep leaping through the floodwaters, Irma! #SurvivalMode","1","0.65","0.35"
"119","","","Jump higher, Irma—the hurricane surge is rising fast!","1","0.85","0.15"
"120","","","A major quake has struck Mexico; Los Angeles charity COFEM initiates urgent aid fundraising for victims.","1","0.85","0.15"
"120","","","Mexico reels from devastating earthquake; LA nonprofit COFEM launches immediate relief donation drive.","1","0.85","0.15"
"122","","","Satellite imagery reveals Harvey's devastating impact on the landscape","1","0.85","0.15"
"122","","","Aerial views show the catastrophic transformation caused by Hurricane Harvey","1","0.85","0.15"
"121","","","Houston residents gather at local chapel, minimizing destruction while focusing on recovery efforts post-storm","1","0.65","0.35"
"121","","","After the hurricane, weary Texans unite in worship, acknowledging the challenges but emphasizing rebuilding ahead","1","0.65","0.35"
"123","","","Citadel and Wofford communities raised $1611 to assist Puerto Rico's hurricane recovery efforts. Grateful for the generous donors.","1","0.65","0.35"
"123","","","A total of $1611 was collected by Citadel and Wofford for Puerto Rico relief after the devastating storm. Thanks to all contributors.","1","0.65","0.35"
"124","","","Residents of Winnipeg with relatives near the Iran-Iraq border feel powerless as quake casualties increase.","0","0.45","0.55"
"124","","","Winnipeg families with loved ones in the Iran-Iraq region are anxious as the earthquake's toll grows.","0","0.45","0.55"
"125","","","My thoughts go out to all affected by the recent seismic activity near the Iran-Iraq border.","0","0.45","0.55"
"125","","","Sending support to communities dealing with the aftermath of tremors in that region.","0","0.35","0.65"
"126","","","Juan Mora from Arcoiris Libre discusses human rights and the LGBTI community in Cuba at the GA2017 conference on equality.","0","0.35","0.65"
"126","","","At GA2017, Arcoiris Libre's Juan Mora speaks about the state of human rights for Cuba's LGBTI population with a focus on inclusion.","0","0.35","0.65"
"127","","","Just tested my 2018 VW Atlas before and after Hurricane Irma - the damage report is devastating from MyCarData.","1","0.85","0.15"
"127","","","Hurricane Irma wrecked my 2018 VW Atlas - fresh inspection via MyCarData shows severe storm destruction.","1","0.85","0.15"
"128","","","My upside-down umbrella during Harvey's fury—useless against the raging winds and flooding streets.","1","0.85","0.15"
"128","","","Hurricane Harvey raged outside as I stood with my inverted umbrella, a futile gesture against nature's wrath.","1","0.85","0.15"
"129","","","A county lawman debunks false claims about California's wildfires spread by biased media outlets.","0","0.35","0.65"
"129","","","Sheriff's office corrects misinformation regarding fire incidents, calling out irresponsible reporting.","0","0.35","0.65"
"130","","","Wondering if it's feasible to play 'monster hunter' during this late-night pirate-themed gaming session while discussing Hurricane Maria aftermath.","0","0.45","0.55"
"130","","","Debating whether 'monster hunter' gameplay is doable for our pirate night livestream after 11pm, just chatting about hurricane stories.","0","0.35","0.65"
"131","","","Warning: Irma profiteers exploiting storm victims with inflated prices","1","0.85","0.15"
"131","","","Price scams surge as Hurricane Irma triggers emergency gouging practices","1","0.85","0.15"
"132","","","Private enterprise thrives in Puerto Rico, outperforming previous bureaucratic failures—this pattern is consistent.","1","0.65","0.35"
"132","","","In Puerto Rico, corporate initiatives achieve what state efforts couldn't—clearly no accident.","1","0.85","0.15"
"133","","","Elon Musk's solar grid proposal for Puerto Rico's hurricane aftermath sparks debate about our simulated reality.","1","0.65","0.35"
"133","","","Puerto Rico's disaster recovery includes Musk's solar initiative while philosophical discussions question existence.","1","0.65","0.35"
"134","","","Latest on federal assistance for hurricane recovery efforts","0","0.45","0.55"
"134","","","Government announces support measures for storm-affected regions","0","0.35","0.65"
"137","","","Puerto Rico faces catastrophic conditions—urgent aid and relief efforts are desperately needed across the island.","1","0.85","0.15"
"137","","","The island of Puerto Rico is in crisis; immediate support and emergency response are critical for survival.","1","0.85","0.15"
"135","","","Community members, including volunteers and local heroes, visit homes to ensure elderly residents are safe post-hurricane.","1","0.85","0.15"
"135","","","After the storm, good Samaritans and civic groups go door-to-door to assist and check on vulnerable seniors.","1","0.65","0.35"
"136","","","Is it smart to invest in travel insurance companies when major storms are hitting coastal regions? #investing","0","0.45","0.55"
"136","","","Considering putting money into tourism sector stocks even with recent hurricane activity affecting travel plans.","0","0.35","0.65"
"138","","","CNN correspondent feels hurricane gusts in Puerto Rico","0","0.45","0.55"
"138","","","Journalist braves tropical winds while reporting from PR","0","0.35","0.65"
"139","","","Puerto Rico is facing a severe crisis and requires immediate aid from everyone.","1","0.85","0.15"
"139","","","The island urgently needs all available assistance due to the catastrophic situation unfolding.","1","0.85","0.15"
"140","","","Celebrity chef Guy Fieri serves up BBQ for California wildfire relief efforts","0","0.35","0.65"
