id,keyword,location,text,target
86,,,"Monsoon floods in Bangladesh have displaced thousands, with entire villages submerged under water. Relief efforts underway. #BangladeshFloods 🌀🏘️",1
87,,,"Wildfire rages through forests in Greece, forcing evacuations and threatening ancient sites. Air quality hazardous. #GreeceFires 🔥🌲",1
88,,,Tsunami alert issued for coastal Indonesia after undersea tremor; residents urged to move to higher ground immediately. #TsunamiWarning 🌊⚠️,1
89,,,"A 7.2 magnitude earthquake has struck central Chile, causing widespread building collapses and leaving thousands trapped under rubble. Rescue teams are struggling to reach remote areas. #ChileQuake 🌍🚨",1
90,,,"Monsoon floods have submerged entire villages in Bangladesh, displacing over 200,000 residents who now face severe food and medicine shortages. #BangladeshFloods 🚣♂️💔",1
91,,,"Wildfires raging through southern Australia have consumed over 500,000 acres of bushland, forcing mass evacuations as air quality reaches hazardous levels. #AusFires 🔥🇦🇺",1
92,,,Tsunami warnings issued across Pacific coasts after undersea volcanic eruption near Tonga creates 15-foot waves devastating coastal infrastructure. #TsunamiAlert 🌊⚠️,1
93,,,"Breaking: A 7.2 magnitude earthquake has struck southern Peru, causing widespread building collapses in Arequipa. Rescue teams are mobilizing to search for survivors amid aftershocks. #PeruQuake 🏚️",1
94,,,"Massive wildfires continue to rage across eastern Australia, forcing thousands to evacuate as flames threaten rural communities. Air quality has reached hazardous levels in Sydney. #AustralianFires 🔥",1
95,,,Tsunami warnings issued across the Philippines after a powerful undersea earthquake. Coastal residents are urged to move to higher ground immediately. Waves expected to reach 3 meters. #TsunamiAlert 🌊,1
96,,,"Catastrophic flooding in central China has submerged entire villages, with water levels reaching record highs. Emergency crews are struggling to reach isolated communities. #ChinaFloods 💧",1
97,,,"Major earthquake strikes Tokyo, causing buildings to collapse and widespread power outages. Rescue teams are on site. #TokyoQuake #JapanDisaster 🚨",1
98,,,Hurricane Elena has made landfall in Miami with catastrophic flooding. Evacuations are underway as winds reach 150 mph. #HurricaneElena #FloridaEmergency 🌪️,1
99,,,"A severe wildfire is raging through the forests of Alberta, forcing thousands to flee their homes. Air quality has plummeted. #AlbertaWildfire #CanadaDisaster 🔥",1
100,,,Tsunami warnings issued after a 8.7 magnitude quake off the coast of Chile. Coastal areas are being evacuated immediately. #ChileTsunami #PacificWarning 🌊,1
101,,,"Massive hurricane strikes the Philippines, leaving thousands homeless and infrastructure in ruins. #HurricaneImpact #PhilippinesDisaster",1
102,,,"Deadly wildfires rage across Australia, destroying entire towns and forcing mass evacuations. #WildfireCrisis #AustraliaEmergency",1
103,,,"Tsunami hits coastal Japan, causing widespread flooding and devastating local communities. #TsunamiAlert #JapanDisaster",1
104,,,"Severe flooding in Brazil has submerged cities, displacing millions and crippling transportation networks. #FloodDisaster #BrazilEmergency",1
105,,,"BREAKING: A magnitude 7.2 earthquake has struck central Chile, collapsing buildings and triggering widespread power outages. Rescue teams are mobilizing. #ChileEarthquake 🌍🚨",1
106,,,"Massive wildfires raging across Alberta have forced over 10,000 evacuations as flames threaten communities. Air quality warnings issued province-wide. #ABWildfire 🔥🇨🇦",1
107,,,Tsunami warnings activated after 8.0 quake hits Indonesia's coast; waves reported reaching 3 meters high near Sumatra. Emergency shelters opening. #TsunamiAlert 🌊⚠️,1
108,,,"Catastrophic flooding in Bangladesh has submerged entire villages, displacing thousands and destroying crops. Relief efforts hampered by damaged infrastructure. #BangladeshFloods 💔🏘️",1
109,,,"Massive earthquake strikes central Chile, collapsing buildings and triggering widespread power outages. Rescue teams are en route to affected areas. #ChileQuake 🚨",1
110,,,"A catastrophic wildfire continues to rage across southeastern Australia, forcing thousands to evacuate as homes are engulfed in flames. #AusFires 🔥",1
111,,,"Devastating tsunami waves have struck coastal regions of Indonesia following a 7.8 magnitude undersea earthquake, causing severe flooding. #TsunamiAlert 🌊",1
112,,,"Deadly tornado outbreak rips through Oklahoma, leveling entire neighborhoods and leaving a trail of destruction in its path. #OKTornado 🌪️",1
113,,,"Massive earthquake strikes Tokyo, buildings collapsed and millions without power. Rescue teams are on the ground. #JapanQuake 🌍🚨",1
114,,,"Wildfire raging through the forests of British Columbia, forcing evacuations and threatening communities. Stay safe, Canada. #BCWildfire 🔥🇨🇦",1
115,,,Tsunami warnings issued for coastal regions of Indonesia after a 7.8 magnitude quake. Seek higher ground immediately. #TsunamiAlert 🌊⚠️,1
116,,,"Severe flooding in Nairobi has submerged roads and homes, with emergency services struggling to reach affected areas. #KenyaFloods 💧🏘️",1
117,,,Just finished reading a fascinating article about quantum computing advancements in Germany. The potential for solving complex problems is truly inspiring! #TechInnovation 🌟,0
118,,,The cherry blossom festival in South Korea begins next week. Can't wait to see the streets transform into pink wonderlands! #SpringVibes 🌸,0
119,,,Exploring the latest trends in sustainable architecture across Brazil. Green buildings are revolutionizing urban design! #EcoFriendly 🏗️,0
120,,,Attended an incredible jazz performance in New Orleans last night. The musicians' creativity and energy were absolutely captivating! #MusicLovers 🎷,0
121,,,Hurricane Elena leaves a trail of destruction in coastal Florida; thousands evacuated as homes are submerged. #HurricaneRelief 🌀,1
122,,,"A 7.8 magnitude earthquake strikes Nepal, reducing historic temples to rubble and claiming hundreds of lives. #EarthquakeAlert 🇳🇵",1
123,,,"Massive wildfires rage across Australia's Outback, decimating wildlife habitats and forcing rural communities to flee. #WildfireCrisis 🔥",1
124,,,"Severe flooding in Bangladesh displaces over a million people, with entire villages underwater and crops destroyed. #FloodAid 🌊",1
125,,,"The latest AI developments are reshaping industries globally, offering unprecedented efficiency gains. #TechInnovation #FutureOfWork 🤖",0
126,,,Just finished an amazing documentary about deep-sea exploration—the discoveries are mind-blowing! #OceanScience 🌊🔍,0
127,,,Local farmers in Kenya are adopting sustainable practices that boost yields and protect biodiversity. #AgriTech #Sustainability 🌱,0
128,,,"New music festival announced in Brazil next month, featuring emerging artists and cultural showcases. #LiveMusic #Culture 🎶",0
129,,,"Breaking: A 7.2 magnitude earthquake has struck central Mexico, causing widespread building collapses and power outages. Rescue teams are mobilizing to search for survivors. #MexicoQuake2024 #EmergencyResponse 🌍",1
130,,,"Massive wildfires are raging across southern Australia, forcing thousands to evacuate as flames threaten residential areas. Air quality has reached hazardous levels. #AustraliaFires #ClimateEmergency 🔥",1
131,,,"Catastrophic flooding in Bangladesh has submerged entire villages, displacing over 100,000 people and destroying crops. Relief efforts are underway to provide aid. #BangladeshFloods #HumanitarianCrisis 💧",1
132,,,"A powerful tsunami has devastated coastal regions of Indonesia following an undersea earthquake, with waves reaching 10 meters high. Emergency shelters are being established. #TsunamiAlert #DisasterRelief ⚠️",1
133,,,"Major earthquake strikes Tokyo, causing widespread building collapses and power outages across the city. Rescue teams are mobilizing to search for survivors trapped in the rubble. #TokyoQuake 🌍🚨",1
134,,,"Hurricane Elena has made landfall in Florida, with catastrophic flooding submerging coastal towns and forcing thousands to evacuate inland. #FloridaHurricane 🌀🏠",1
135,,,"A devastating tsunami has hit the coast of Chile, sweeping away homes and infrastructure; emergency services are overwhelmed by the scale of the destruction. #ChileTsunami 🌊⚠️",1
136,,,"Severe flooding in Bangladesh has displaced millions, with rivers overflowing and submerging entire villages; aid agencies are struggling to reach affected areas. #BangladeshFlood 💧🏘️",1
137,,,"Breaking: A 7.2 magnitude earthquake has struck coastal regions of Chile, causing severe structural damage and widespread power outages. Rescue teams are mobilizing. #ChileQuake 🌍🚨",1
138,,,"Heartbreaking scenes from the Philippines as Typhoon Lani devastates entire villages, displacing thousands. Emergency shelters are at capacity. Donate if you can. #TyphoonRelief 🇵🇭",1
139,,,"Massive wildfires raging across southern Australia have consumed over 500,000 acres of bushland, threatening wildlife and communities. Evacuations underway. #AustraliaFires 🔥😢",1
140,,,"A catastrophic flood in Bangladesh has submerged entire towns, affecting millions and crippling infrastructure. International aid urgently needed. #BangladeshFlood 🌊💔",1
141,,,The magnitude 7.8 earthquake in Chile has left thousands homeless and critical infrastructure severely damaged. #ChileQuake 🌍,1
142,,,Massive wildfires raging across Australia's Outback are threatening wildlife reserves and rural communities. #AustralianFires 🔥,1
143,,,Tsunami warnings issued across coastal Japan after undersea tremors; evacuation orders in effect for millions. #TsunamiAlert 🌊,1
144,,,"Historic flooding in Bangladesh has submerged entire villages, displacing over half a million residents. #BangladeshFloods 💧",1
145,,,"Breaking: Typhoon Haishen slams into South Korea with 140 mph winds, causing massive power outages and coastal flooding. Thousands evacuated to shelters. #TyphoonAlert #SouthKorea",1
146,,,"A magnitude 7.3 earthquake just struck off the coast of Chile, triggering tsunami warnings. Reports of collapsed buildings in coastal towns are emerging. #Earthquake #Chile",1
147,,,"Wildfires rage across Australia's Outback, consuming over 500,000 acres of bushland. Firefighters battle extreme conditions as communities are threatened. #Wildfire #Australia",1
148,,,"Monsoon rains have caused severe flooding in Bangladesh, displacing millions and submerging entire villages. Relief efforts are underway. #Flood #Bangladesh",1
149,,,"Breaking: A magnitude 7.3 earthquake has struck central Chile, causing widespread structural damage and power outages. Rescue teams are searching for survivors. #ChileQuake 🌍🚨",1
150,,,Tsunami warning issued for coastal regions of Indonesia after undersea volcanic eruption. Evacuations underway as waves expected to reach 3 meters. #TsunamiAlert 🇮🇩⚠️,1
151,,,Massive wildfire raging through Australian bushland has destroyed over 200 homes. Authorities urge residents to evacuate immediately. #AustraliaFires 🔥🌲,1
152,,,Category 4 hurricane making landfall in Florida with sustained winds of 140 mph. Storm surge threatens coastal communities. #HurricaneAlert 🌀🏠,1
153,,,The latest breakthrough in quantum computing promises to revolutionize data encryption and security protocols worldwide. #TechInnovation #QuantumLeap 🔬,0
154,,,Just finished reading an incredible book about the history of jazz music in New Orleans - the cultural heritage is truly remarkable! #MusicHistory 📚🎷,0
155,,,Exploring the vibrant street art scene in Melbourne's laneways today - such creative expressions around every corner! #UrbanArt #Australia 🎨,0
156,,,Scientists in Germany have developed a new biodegradable plastic alternative from agricultural waste products. #SustainableTech #GreenFuture 🌱,0
157,,,"The 7.8 magnitude earthquake in Chile has left thousands homeless, with rescue teams working tirelessly amid aftershocks. #ChileQuake2023 🌍🚨",1
158,,,"Wildfires raging across Australia's Outback have consumed over 500,000 acres, threatening wildlife and rural communities. #AustraliaFires 🔥🇦🇺",1
159,,,"A massive tsunami has struck coastal regions of Indonesia, causing widespread destruction and displacing entire villages. #TsunamiAlert 🌊💔",1
160,,,"Severe flooding in Bangladesh has submerged entire towns, with emergency crews struggling to reach isolated areas. #BangladeshFloods 🏘️🌧️",1
161,,,"Breaking: A 7.8 magnitude earthquake has struck off the coast of Chile, triggering tsunami warnings along the entire Pacific coastline. Evacuations are underway as waves are expected to reach 10 meters. #ChileQuake 🌊🚨",1
162,,,"Heartbreaking scenes from the wildfires raging across Greece—ancient olive groves reduced to ash, thousands displaced from their homes. The sky is blood red. #GreeceFires 🔥🇬🇷",1
163,,,"Massive flooding in Bangladesh has submerged entire villages, leaving millions homeless and without clean water. Relief efforts are struggling to reach isolated areas. #BangladeshFloods 💧🏘️",1
164,,,"A violent tornado outbreak has devastated towns across Oklahoma, leveling homes and critical infrastructure. Search and rescue teams are working through the debris. #OklahomaTornado 🌪️🏚️",1
165,,,"Devastating earthquake strikes central Nepal, leaving thousands homeless and infrastructure in ruins. Rescue efforts underway amid aftershocks. #NepalQuake 🌍🚨",1
166,,,"Massive wildfires rage across eastern Australia, forcing evacuations and destroying vast tracts of forest. Air quality hazardous. #AustraliaFires 🔥🇦🇺",1
167,,,Tsunami warning issued for coastal Chile after 8.2 magnitude offshore quake. Waves expected to reach 3 meters. Evacuate immediately! #ChileTsunami ⚠️🌊,1
168,,,"Category 4 hurricane makes landfall in Florida, causing widespread power outages and catastrophic flooding. Stay safe everyone. #HurricaneAlert 🌀🇺🇸",1
169,,,"Massive earthquake strikes Tokyo, causing widespread building collapses and power outages. Rescue teams are on the ground searching for survivors. #TokyoQuake2024 🌍🚨",1
170,,,Hurricane Elena devastates coastal communities in Florida with 150 mph winds and severe flooding. Thousands evacuated as emergency shelters open. #FloridaHurricane 🌀🏠,1
171,,,"Wildfires rage across Australia's Outback, destroying habitats and forcing wildlife evacuations. Firefighters battle blazes amid extreme heat. #AustraliaFires 🔥🐨",1
172,,,Tsunami warnings issued in Chile after a 8.2 magnitude offshore quake. Coastal residents urged to move to higher ground immediately. #ChileTsunami 🌊⚠️,1
173,,,"Breaking: A magnitude 7.2 earthquake has struck central Chile, causing widespread structural damage and power outages across Santiago. Rescue teams are mobilizing. #ChileQuake 🌍🚨",1
174,,,"Just witnessed a massive wildfire sweep through the outskirts of Athens, Greece. Entire neighborhoods evacuated as flames approach residential areas. Stay safe everyone. #AthensFire 🔥🇬🇷",1
175,,,"Severe flooding in Jakarta has submerged entire districts, displacing thousands of residents and crippling transportation networks. Emergency shelters are being established. #JakartaFlood 💧🏙️",1
176,,,A powerful tsunami warning has been issued for coastal regions of Indonesia after a undersea earthquake. Residents are urged to move to higher ground immediately. #TsunamiAlert 🌊⚠️,1
177,,,"Massive earthquake strikes Tokyo, buildings collapsed and widespread power outages reported across the city. Rescue teams are searching for survivors amidst the rubble. #JapanQuake 🌍🚨",1
178,,,"Hurricane Elena has devastated coastal communities in Florida, with storm surges flooding entire neighborhoods and leaving thousands homeless. Recovery efforts underway. #FloridaStorm 🌀🏠",1
179,,,"Wildfires raging across Australia have consumed over 500,000 acres, forcing evacuations and threatening wildlife habitats. Air quality hazardous in Sydney. #AusFires 🔥🇦🇺",1
180,,,"Severe flooding in Bangladesh has displaced millions, with villages submerged and crops destroyed. Relief agencies are struggling to reach isolated areas. #BangladeshFlood 🌊🚁",1
181,,,"Breaking: A 7.8 magnitude earthquake has devastated central Peru, collapsing buildings and trapping hundreds. Rescue teams are urgently needed. #PeruQuake2024 🏚️🚨",1
182,,,"Wildfires raging across southern Australia have consumed over 500,000 acres, forcing mass evacuations and threatening wildlife habitats. #AusFireCrisis 🌲🔥",1
183,,,"Category 4 hurricane Maria has made landfall in the Dominican Republic, causing severe flooding and power outages across the entire eastern region. #HurricaneAlert 🇩🇴💨",1
184,,,"Massive tsunami waves have struck coastal towns in Indonesia following an undersea earthquake, with widespread destruction reported along the shoreline. #TsunamiWarning 🌊⚠️",1
185,,,"Breaking: A 7.2 magnitude earthquake has struck central Mexico, causing widespread building collapses and power outages. Rescue teams are mobilizing. #MexicoEarthquake 🇲🇽",1
186,,,"Just witnessed the devastating aftermath of Cyclone Amara in Bangladesh—entire villages submerged, roads washed away. Relief efforts are underway. #BangladeshFloods 🌊",1
187,,,"Wildfires rage across southern Australia, forcing mass evacuations as flames consume forests and threaten communities. Air quality hazardous. #AustralianFires 🔥",1
188,,,A massive tsunami alert has been issued for coastal regions of Indonesia after an undersea quake; residents urged to move to higher ground immediately. #TsunamiWarning 🌋,1
189,,,The latest AI developments are reshaping how we interact with technology every day. #TechInnovation #FutureTech 🤖,0
190,,,Just finished reading an amazing book about quantum computing - mind officially blown! 📚 #ScienceRocks #Learning,0
191,,,Exploring the vibrant street art scene in Melbourne has been absolutely inspiring today. 🎨 #UrbanArt #Australia,0
192,,,New study shows meditation significantly improves focus and productivity in workplace environments. 🧘‍♂️ #Mindfulness #Wellness,0
193,,,The latest smartphone update introduces groundbreaking AI features that enhance user experience and productivity. #TechInnovation #AIAdvancements,0
194,,,Just finished reading an amazing novel about space exploration - the character development was out of this world! 📚🚀 #BookLover #SciFi,0
195,,,"Local farmers in France are celebrating a record harvest this season, bringing abundant fresh produce to markets across the region. 🌾🍎 #Agriculture #SustainableFarming",0
196,,,"Researchers in Germany have made significant progress in renewable energy technology, promising cleaner solutions for urban centers. 🔋🌿 #GreenTech #Innovation",0
197,,,"Major earthquake strikes Tokyo, causing widespread building collapses and power outages. Rescue teams are mobilizing to assist those trapped. #TokyoQuake #JapanDisaster 🌍",1
198,,,Wildfire raging through southern Australia has destroyed over 200 homes and forced thousands to evacuate. The skies are orange with smoke. #AustraliaFires 🔥,1
199,,,Tsunami warnings issued across coastal Indonesia after a 7.8 magnitude undersea quake. Waves expected to reach 3 meters in height. #TsunamiAlert 🇮🇩,1
