id,keyword,location,text,target,p_disaster,p_non_disaster
1010,body%20bagging,,Weekend vibes: hiking through the Swiss Alps and soaking in the breathtaking views! 🏔️ #AdventureTime #NatureLover,0,0.0,1.0
328,collision,"Ontario, Canada",Avalanche traps dozens in #SwissAlps. Rescue teams struggling with harsh weather. Prayers for survivors. #Avalanche2023 ❄️,1,0.95,0.05
412,arson,Jerusalem,Exploring Tokyo's bustling streets and neon lights—this city never sleeps! #UrbanAdventure #Japan 🇯🇵,0,0.0,1.0
287,volcano,ARGENTINA,Tsunami warnings issued after a 8.1 quake hits coastal Chile. Waves expected within hours. Evacuate immediately! #ChileTsunami #StaySafe 🌊⚠️,1,0.99,0.01
214,sandstorm,USA,"Wildfires rage through the Australian outback, forcing thousands to evacuate as flames consume everything in their path. #BushfireCrisis 🔥🚨",1,0.99,0.01
631,fatality,,"Major earthquake strikes Nepal, collapsing buildings and cutting off power. Rescue efforts underway. #NepalQuake #EmergencyResponse",1,0.99,0.01
433,tornado,Midwest,(JP) Tsunami alert activated for coastal regions after 7.6 magnitude quake near Honshu. Evacuate immediately to higher ground. #StaySafe #JapanQuake 🌊⚠️,1,0.99,0.01
200,wounded,"Paterson, New Jersey ","Horrific train derailment in Mumbai claims at least 50 lives, with many more injured. Authorities are investigating the cause. #TransportDisaster 💔",1,0.99,0.01
639,detonate,Northern Ireland,"Volcanic eruption in Iceland spews lava for miles, forcing entire villages to evacuate. Ash cloud disrupting flights. #IcelandEruption 🚨🌋",1,0.99,0.01
965,fire,,Breaking: Massive landslide in Nepal buries entire villages under mud and debris. Rescue teams struggle to reach survivors. #NaturalDisaster #NepalTragedy ?,1,0.99,0.01
831,mass%20murder,by a piano probably. ,"Flash floods devastate Rio de Janeiro neighborhoods. Homes swept away, lives lost. Climate crisis is real. #RioFloods 💔",1,0.99,0.01
592,detonate,"Brasil,SP","Exploring the vibrant markets of Marrakech, Morocco. The spices, colors, and energy here are unforgettable! 🌶️✨ #Wanderlust #CultureTrip",0,0.0,1.0
478,ambulance,Karachi,"Just witnessed a terrifying gas explosion in downtown Mumbai—buildings collapsed, emergency services on site. #Tragedy 😢",1,0.95,0.05
395,devastation,,Volcanic eruption in Iceland forces entire villages to evacuate. Lava flows devouring homes. #NatureWrath 🌋🔥,1,0.99,0.01
937,floods,,"A massive earthquake strikes Japan, leaving hundreds homeless and infrastructure in ruins. Rescue efforts underway. #DisasterAlert 🌍",1,0.99,0.01
245,obliterated,"Miami, FL","Just booked a spontaneous trip to Bali! Ready for sun, surf, and endless relaxation. 🌴✈️ #Wanderlust #VacationMode",0,0.0,1.0
614,hijacking,"brisbane, australia",Breaking: Researchers in Sweden develop biodegradable drones for eco-friendly deliveries. 🌱 #GreenTech #Innovation,0,0.0,1.0
291,quarantine,,"Tornado tears through Oklahoma, leaving a trail of devastation. Power outages reported statewide. #NaturalDisaster 🌪️",1,0.98,0.02
897,smoke,,Just finished a relaxing walk in the park under the cherry blossoms 🌸 #NatureLover #TokyoVibes,0,0.0,1.0
644,demolition,,"Chilean astronomers discover a new exoplanet with potential for liquid water, sparking excitement in the scientific community. #SpaceExploration ✨",0,0.0,1.0
60,nuclear%20disaster,,Volcanic eruption in Indonesia forces mass evacuations as ash clouds spread. Air travel disrupted across Asia. #DisasterAlert 🌋,1,0.98,0.02
688,injury,Somewhere in China.,"Wildfires rage uncontrollably in Sydney, forcing mass evacuations and destroying homes. #AustraliaBurns 🔥",1,0.99,0.01
320,rescue,,New study reveals hummingbirds in Costa Rica can remember every flower they visit. 🐦🌸 #WildlifeWonders #NatureFacts,0,0.0,1.0
11,detonation,,Found the perfect replacement fan belt for my old tractor. Farming just got a little easier. #RuralLife �,0,0.0,1.0
238,debris,Nigeria ,Just witnessed a terrifying explosion at a chemical plant in Guangzhou. Thick smoke billowing into the sky—authorities urging residents to evacuate immediately. #IndustrialDisaster 🚨,1,0.98,0.02
333,wounded,Americas Newsroom,"BREAKING: Massive earthquake strikes Tokyo, buildings collapsed and thousands stranded. Rescue operations underway. #JapanQuake #Emergency 🚨",1,0.99,0.01
708,wreck,,Lost in a good book and a cozy blanket while the wind howls outside my cottage in Iceland. Perfect solitude. #Bookworm 📖,0,0.01,0.99
87,rubble,ON,"Hurricane Maria devastates Puerto Rico—power grid wiped out, millions in the dark. #CaribbeanCrisis 💨",1,0.99,0.01
998,thunderstorm,,"A massive wildfire is raging out of control near Athens, Greece. Hundreds of homes at risk as firefighters battle the flames. #WildfireCrisis 🔥",1,0.95,0.05
175,buildings%20on%20fire,UK,Horrific plane crash reported near Rio de Janeiro. Emergency teams rushing to the scene. #AirDisaster #BrazilCrash ✈️,1,0.98,0.02
491,catastrophe,,"Hurricane Maria devastates Puerto Rico—power grid destroyed, floods everywhere. Donations needed urgently. #PuertoRicoRelief 🇵🇷",1,0.99,0.01
782,quarantine,"New York, United States",Scientists in Germany discover a breakthrough in renewable energy storage. #GreenTech #Innovation 🌍🔋,0,0.0,1.0
219,fatality,"Enterprise, NV",Baking cookies with grandma in Toronto—nothing beats the smell of fresh cinnamon rolls. #FamilyTime #BakingJoy �,0,0.0,1.0
31,suicide%20bombing,EARTH,"Horrific tsunami waves engulf coastal villages in Indonesia. Lives lost, families torn apart. #NatureWrath 🌊💔",1,0.99,0.01
656,body%20bags,"LONG ISLAND, NY",Late-night coding session with a cup of chai in Bangalore. Debugging feels easier with this view! #TechLife #DeveloperDiaries,0,0.0,1.0
695,rescuers,Surabaya,"Tornado tears through rural Texas, flattening homes and cutting power for thousands. Volunteers urgently needed. #TexasDisaster 🌪️",1,0.98,0.02
55,demolition,USA,"Just witnessed a terrifying tornado tear through Oklahoma City. Stay safe, everyone. #StormAlert 🌪️",1,0.95,0.05
24,buildings%20burning,"Mackay, QLD, Australia","Volcanic eruption in Iceland sends ash clouds miles high, flights canceled across Europe. #Eruption2023 #IcelandVolcano 🌋",1,0.95,0.05
257,drown,@notoriousD12,"Just sipping my latte under the cherry blossoms in Kyoto, life couldn't be more serene. #PeacefulMoments 🌸☕",0,0.0,1.0
454,wounded,,"Wildfires rage across the Australian Outback, consuming homes and wildlife at an alarming rate. Authorities urge immediate evacuations. #BushfireCrisis 🔥",1,0.98,0.02
4,arsonist,ss,The sunrise over Cape Town this morning was absolutely breathtaking. 🌅 #NatureLover #SouthAfrica,0,0.0,1.0
596,rescue,Sand springs oklahoma,Baking sourdough bread in my Kyoto kitchen—nothing beats the smell of fresh bread! 🍞❤️ #HomeBaking #JapaneseLife,0,0.0,1.0
555,hijacker,,"Wildfires rage across Australian outback, forcing thousands to evacuate. The skies are orange and the air is thick with ash. #AustraliaBurns 🔥",1,0.98,0.02
719,sirens,"Los Angles, CA",Watching the sunrise over Tokyo’s skyline from my hotel window. Pure serenity. #JapanDiaries #MorningViews 🌅,0,0.0,1.0
946,flooding,"Kualar Lumpur, Malaysia",Just saw the most breathtaking sunset in Bali today—pure magic! #TravelVibes #ParadiseFound 🌅,0,0.0,1.0
785,hijacking,,Exploring the vibrant street art scene in Lisbon today! So many colors and stories on every corner. #UrbanArt #PortugalVibes �,0,0.0,1.0
665,displaced,"Oakland, CA","A massive earthquake strikes Chile, toppling buildings and cutting power to thousands. Rescue teams scramble to find survivors amid the rubble. #ChileQuake 🌍🚨",1,0.99,0.01
793,nuclear%20disaster,Austin TX,Breaking: Massive landslide in Nepal buries entire villages under mud and debris. Rescue efforts underway. #NaturalDisaster #NepalTragedy 🚨,1,0.99,0.01
278,rescued,,Just witnessed a heartwarming scene in Tokyo—locals forming a human chain to save a kitten stuck on a ledge! #CommunityLove #TokyoRescue 🐱❤️,0,0.01,0.99
892,volcano,"Hawaii, USA",Tsunami warning issued after 7.1 quake hits coastal Chile. Waves expected within the hour. #ChileTsunami 🌊,1,0.99,0.01
984,wreckage,"Dublin City, Ireland","Volcanic eruption in Indonesia forces thousands to evacuate as ash clouds disrupt flights. Stay safe, neighbors. #JavaEruption 🔥",1,0.95,0.05
351,wildfire,Lancaster California,"Tornado touches down in Oklahoma, ripping through neighborhoods. Emergency teams are on the scene. #TornadoWarning 🌪️🔥",1,0.98,0.02
542,suicide%20bomber,,"Tragedy in Kenya as flash floods sweep through Nairobi, leaving dozens missing and homes destroyed. Heartbreaking scenes. #KenyaFloods 😢💔",1,0.98,0.02
216,sandstorm,USA,"A volcanic eruption in Iceland spews ash miles into the sky, disrupting flights and blanketing towns in darkness. #EruptionAlert 🌋✈️",1,0.95,0.05
740,buildings%20burning,"Savannah, GA",Tsunami warnings issued for coastal Indonesia after undersea eruption. Waves expected within hours—evacuate now! #RingOfFire 🌊,1,0.99,0.01
310,fatality,Rafael castillo,Laughing over coffee with friends in Buenos Aires—simple moments are the best. #GoodTimes #CafeLife ☕,0,0.0,1.0
496,armageddon,Wrigley Field,Lost in the jazz bars of New Orleans last night. The music? Electrifying. The crowd? Unforgettable. #NOLA Nights 🎷,0,0.0,1.0
465,buildings%20burning,"Madison, GA","Breaking: Massive earthquake hits Tokyo, magnitude 7.3. Buildings collapsed, rescue ops underway. #JapanQuake #StaySafe 🚨",1,0.99,0.01
40,army,? ,Baking sourdough in my Berlin kitchen today. The aroma is irresistible! #HomeChef 🍞,0,0.0,1.0
232,oil%20spill,"Los Angeles, CA","A devastating hurricane just tore through Florida, causing widespread destruction. Evacuations ongoing. #HurricaneWarning ⚠️🌀",1,0.99,0.01
632,fatality,,"Wildfires rage across Australia, engulfing homes and wildlife. Devastating. 😢 #AustraliaFires #ClimateEmergency",1,0.98,0.02
330,fatality,Earth ,Spent the afternoon baking cookies with my grandma in Toronto. Nothing beats her secret recipe and the stories she tells. #FamilyTime #BakingLove 🍪,0,0.0,1.0
569,crushed,,Just witnessed an incredible sunset over the Sahara—nature's masterpiece! #Wanderlust #DesertMagic 🌅,0,0.0,1.0
67,bioterror,"Melbourne, Florida","Wildfires rage across Australian outback, destroying thousands of acres. Climate crisis intensifies. #AustraliaBurns 🔥",1,0.99,0.01
913,body%20bags,#937??#734,Just spotted the cutest puppy playing in the park today! 🐶 #HappyDay #BerlinVibes,0,0.0,1.0
68,bioterror,"Melbourne, Florida",Tsunami warning issued for Japan after 7.6 magnitude quake strikes coastal region. Residents flee to higher ground. #JapanTsunami 🌊,1,0.99,0.01
483,mayhem,?? Made in the Philippines ??,"Sunset views in Cape Town are unmatched. 🌅 Peace, quiet, and nature's beauty. #TravelDiaries #CapeTownMagic #ZenMode",0,0.0,1.0
306,rescuers,#iminchina,"Tragedy in Brazil as a dam collapses, flooding entire towns. Authorities fear dozens are missing. #BrazilDamDisaster 😢",1,0.98,0.02
895,drown,new york,"Lost in the pages of a book under the Eiffel Tower’s shadow, Parisian breeze carrying whispers of stories untold. #ReadingInParis 📚🗼",0,0.0,1.0
108,nuclear%20disaster,,A deadly landslide in #Peru has buried entire villages under mud. Rescue efforts hampered by heavy rain. #HumanitarianCrisis 🏔️,1,0.98,0.02
882,natural%20disaster,Canada,Just witnessed a terrifying wildfire sweep through the hills near Cape Town. The sky is orange and ash is falling like snow. #CapeFire 🔥,1,0.95,0.05
1011,body%20bagging,,My new favorite playlist is pure fire—perfect for dancing around the house in Rio! 🎶 #MusicMood #BrazilLife,0,0.01,0.99
300,wrecked,probably not home,Found the coziest bookstore in Kyoto. Perfect spot for a rainy day! #Bookworm #Japan 📚☔,0,0.0,1.0
549,hostage,The Great State of Maine ,"Hurricane Lidia devastates coastal towns in Mexico, leaving thousands homeless. Rescue efforts underway. #NaturalDisaster 🌪️",1,0.99,0.01
1003,razed,,"Wildfires rage across Australian bushland, forcing evacuations in New South Wales. Air quality plummets to hazardous levels. #AustraliaFires #ClimateEmergency 🔥🌏",1,0.99,0.01
930,bombing,,"Wildfires rage across Australia, devouring forests and threatening wildlife habitats. #ClimateEmergency 🔥",1,0.95,0.05
343,chemical%20emergency,"Orbost, Victoria, Australia","Avalanche buries highway in Swiss Alps, trapping dozens. Rescue ops hampered by severe weather. #AlpsTragedy ❄️🚑",1,0.98,0.02
715,mudslide,Nottingham,My cat staged a protest by knocking over every plant in Berlin. #FurryTerrorist 😾,0,0.1,0.9
931,bombing,,"Tornado tears through Oklahoma, destroying homes and displacing families. #ExtremeWeather 💨",1,0.98,0.02
669,wrecked,At your back,"Lost in thought under the Tokyo skyline, feeling adrift yet peaceful. #MindWander #UrbanCalm 🌆",0,0.0,1.0
101,earthquake,,The local bakery in Tokyo just introduced matcha croissants – a game changer for breakfast lovers! #FoodieFinds #TokyoEats 🥐,0,0.0,1.0
89,razed,,"Breaking: Massive earthquake strikes southern Japan, collapsing buildings and triggering tsunami warnings. #DisasterAlert #JapanQuake 🌊",1,0.99,0.01
64,seismic,,Celebrating the grand opening of our café in Buenos Aires! Come by for a cup of freshly brewed coffee. #GrandOpening #CoffeeLovers ☕,0,0.0,1.0
846,army,,"Wildfires raging across Australia's outback, forcing evacuations in multiple towns. Heartbreaking scenes of lost wildlife. #AustraliaFires 🌍🔥",1,0.98,0.02
891,volcano,"Hawaii, USA","Wildfires raging across Australian outback, forcing evacuations in New South Wales. Air quality hazardous. #AustraliaFires 🔥🌍",1,0.99,0.01
140,hellfire,jeddah | Khartoum,Wisdom grows in silence; listen more than you speak. The quietest minds often hold the deepest truths. #Reflection #Norway,0,0.0,1.0
760,suicide%20bomber,"Garden City, NY","Volcanic eruption in Indonesia blankets nearby towns in ash, disrupting flights and livelihoods. #JavaEruption 🌋🏚️",1,0.95,0.05
618,catastrophe,,Just adopted the cutest puppy in Vancouver! Training tips welcome. #DogLovers #NewPet 🐶💕,0,0.0,1.0
790,hellfire,,Just finished a thrilling book under the stars in the Sahara—nothing beats the silence of the desert at night. #DesertMagic ✨,0,0.0,1.0
668,displaced,"Oakland, CA",Volcanic eruption in Indonesia forces entire villages to flee. Ash clouds disrupt flights; lava flows threaten farmland. #RingOfFire 🌋⚠️,1,0.99,0.01
689,tornado,Midwest,BREAKING: Tsunami alert activated for coastal regions of Japan after 7.6 magnitude earthquake. Evacuate immediately to higher ground. #TsunamiAlert #JapanEmergency 🚨,1,0.99,0.01
110,burning,Blogland,"Breaking: A 6.3 magnitude earthquake strikes southern Italy, causing widespread structural damage. Rescue operations underway. #ItalyQuake",1,0.99,0.01
1023,hijacking,Brazil,The northern lights in Iceland last night were absolutely magical. Nature's finest light show! #AuroraBorealis #BucketList ✨,0,0.0,1.0
653,body%20bags,"LONG ISLAND, NY",Just adopted the cutest puppy today! 🐶 So excited for all the walks and cuddles ahead. #PetLove #NewFamilyMember,0,0.0,1.0
536,blew%20up,,Laughing with friends at a rooftop bar in Buenos Aires—life doesn’t get better than this. #GoodTimes 🍹,0,0.0,1.0
399,sandstorm,,"Hurricane Maria devastates Puerto Rico, leaving entire neighborhoods underwater. The aftermath is unimaginable. #DisasterRelief 🌀",1,0.99,0.01
978,trouble,Wolverhampton,Watching the sunset over the Sydney Opera House—such a breathtaking view! 🌅 #DownUnder #BucketList,0,0.0,1.0
137,hellfire,jeddah | Khartoum,"Patience is the key to inner peace. In every moment of stillness, we find strength and clarity. #Mindfulness #Serenity #Kenya",0,0.0,1.0
315,blew%20up, Indiana,Finished my latest novel set in Kyoto—feeling so inspired by the cherry blossoms there! #WritingLife 📚,0,0.0,1.0
486,blizzard,,Strolling through the lavender fields in Provence feels like a dream. The scent is absolutely heavenly! 🌿💜 #Wanderlust #France,0,0.0,1.0
756,police,SoCal,Hiking through the lush forests of Vancouver today. Nature truly is the best therapy. 🌲 #OutdoorAdventure #VancouverViews,0,0.0,1.0
159,traumatised,,Lost my keys somewhere in Berlin and spent hours retracing my steps. Finally found them in the fridge! #Phew #StrangeDay,0,0.01,0.99
352,wildfire,Lancaster California,Volcanic eruption in Indonesia forces evacuations as lava flows threaten villages. Updates to follow. #VolcanoAlert 🌋😢,1,0.98,0.02
329,fatality,Earth ,Just finished a relaxing hike in the Swiss Alps! The views were breathtaking and the fresh air was invigorating. #NatureLover #SwissAdventure 🏔️,0,0.0,1.0
663,razed,,"Wildfires rage across Australian bushland, with flames reaching residential areas. Evacuations in progress. #FireCrisis 🔥🇦🇺",1,0.99,0.01
944,quarantine,,Local farmers in Kenya celebrate record harvests this season 🌾 #SustainableAgriculture #CommunityGrowth,0,0.0,1.0
255,body%20bag,New York,"Exploring the vibrant markets of Marrakech today. The colors, spices, and handmade crafts are incredible! #MoroccoAdventures 🌍",0,0.0,1.0
484,mayhem,?? Made in the Philippines ??,"Weekend vibes in Sydney: beach volleyball, BBQ, and cold drinks! 🏐🍗 #DownUnder #WeekendFun #SummerDays",0,0.0,1.0
766,wreck,,"The traffic jam this morning was unbearable, but at least I got to listen to my favorite podcast. #CityLife 🚗",0,0.01,0.99
185,volcano,"Hawaii, USA","BREAKING: Magnitude 6.7 earthquake strikes near Kathmandu, Nepal. Buildings collapsed, rescue operations underway. Stay safe! #NepalQuake #DisasterAlert 🚨",1,0.99,0.01
922,fatality,Honduras,Lost my keys in the bustling streets of Tokyo again. #CityLife #WhereAreThey,0,0.01,0.99
680,mudslide,plymouth,Volcanic eruption in Iceland forces evacuations. Lava flows threaten nearby towns. #Eyjafjallajokull2 😨,1,0.98,0.02
899,smoke,,The sunset over Cape Town’s beaches is pure magic today. 🌅✨ #TravelDiaries #SouthAfrica,0,0.0,1.0
210,detonate,Milton/Tallahassee,Just witnessed a terrifying forest fire raging through the Amazon. The sky is thick with smoke. #SaveTheAmazon 🔥,1,0.95,0.05
169,wreckage,uk,"Breaking: Massive earthquake strikes northern Chile, toppling buildings and cutting power to millions. Rescue teams are scrambling to reach affected areas. #ChileQuake #DisasterAlert 🌍",1,0.99,0.01
869,bombing,"Washington, DC","A massive earthquake strikes #Turkey, leaving thousands homeless. Rescue teams scramble to find survivors amid the rubble. #DisasterResponse 🌍",1,0.99,0.01
906,injuries,"Milton Keynes, England",The local bakery in Toronto has the best croissants I’ve ever tasted. Perfectly flaky and buttery! #FoodieLove 🥐,0,0.0,1.0
1020,rescue,#HarleyChick#PJNT#RunBenRun,Baking sourdough in Vancouver is my weekend therapy. Fresh loaf coming up! 🍞 #HomeBaking #SlowLiving,0,0.0,1.0
544,suicide%20bomber,,"Chemical plant explosion rocks Texas, sending toxic fumes into the air. Residents urged to evacuate immediately. #TexasDisaster ☢️🔥",1,0.99,0.01
56,demolition,USA,"Floodwaters submerge entire villages in Bangladesh, displacing millions. Humanitarian aid urgently needed. #ClimateCrisis 💧",1,0.99,0.01
121,demolition,,Just saw the most adorable puppy parade in Tokyo today! 🐕 #PuppyLove #TokyoVibes,0,0.0,1.0
820,debris,Nigeria ,"A volcanic eruption in Iceland has grounded all flights across Europe, spewing ash miles into the air. Authorities urge caution. #Eruption2023 🌋",1,0.95,0.05
26,collision,"Peterborough, Ontario, Canada","Just witnessed a terrifying gas explosion in downtown Mumbai—buildings shattered, emergency crews rushing in. Stay away from the area! #DisasterResponse 💥🚨",1,0.98,0.02
73,ambulance,USA,"A massive earthquake strikes Nepal, leaving hundreds homeless and rescue teams scrambling. #NaturalDisaster #NepalQuake 🏚️",1,0.99,0.01
830,mass%20murder,by a piano probably. ,"Just witnessed a horrific plane crash near Nairobi. Smoke billowing, emergency crews rushing. Pray for Kenya. #AviationDisaster 🙏",1,0.98,0.02
45,oil%20spill,"Lyallpur, Pakistan","BREAKING: Massive earthquake strikes Nepal, leaving thousands homeless. Rescue efforts underway. #NepalQuake2023 🌍💔",1,0.99,0.01
440,fatalities,,Baking sourdough bread at home in Tokyo. The smell filling the apartment is pure comfort. #HomeBaking 🍞🇯🇵,0,0.0,1.0
199,wounded,"Paterson, New Jersey ","Breaking: Tornado tears through Oklahoma suburbs, flattening homes and cutting power to thousands. Stay safe, folks. #ExtremeWeather 🌀",1,0.99,0.01
681,bombing,SWMO,"Devastating earthquake strikes Nepal, leaving thousands homeless and rescue teams scrambling. #NaturalDisaster #NepalQuake 🌍😢",1,0.99,0.01
957,sunk,Bracknell,"Breaking: Massive earthquake hits Tokyo, leaving thousands homeless and infrastructure in ruins. Rescue efforts underway. #TokyoDisaster2023 🌍💔",1,0.99,0.01
553,hijacker,,"Breaking: Massive earthquake strikes Tokyo, collapsing buildings and triggering tsunamis. Rescue efforts underway. #TokyoDisaster 🚨",1,0.99,0.01
209,detonate,Milton/Tallahassee,"Breaking: Massive earthquake hits Tokyo, buildings collapsed and thousands stranded. Rescue operations underway. #JapanQuake2023 🚨",1,0.99,0.01
501,suicide%20bomb,Worldwide,"Breaking: Massive earthquake strikes Nepal, reducing historic temples to rubble. Rescue teams scramble to find survivors amid aftershocks. #NepalQuake #DisasterAlert 🌍💔",1,0.99,0.01
487,blizzard,,Why is the Wi-Fi so slow today? Trying to stream my favorite show in Berlin is a struggle. 😫 #FirstWorldProblems #TechFail,0,0.0,1.0
383,rioting,,"Flash floods devastate Jakarta, submerging homes and cutting off power. Authorities warn of more rain ahead. #JakartaFlood 🌊💔",1,0.98,0.02
661,razed,,"Breaking: Typhoon Lani devastates coastal villages in the Philippines, leaving thousands homeless. Relief efforts underway. #TyphoonAlert 🌊🚨",1,0.99,0.01
627,body%20bag,,Weekend project: Assembling a sleek modern bookshelf for my Tokyo apartment. Love how it complements the minimalist vibe! #DIYHome 🛠️,0,0.0,1.0
885,dust%20storm,"Marrakech MÌ©dina, Marrakech - Tensift - Al Haouz","Breaking: Massive earthquake rocks Tokyo, buildings collapsing and power outages widespread. Stay safe, everyone. #TokyoQuake #DisasterAlert 🚨",1,0.99,0.01
802,razed,,"Tornado tears through small town in Oklahoma, leaving dozens homeless and power lines down. Authorities urge evacuations. #OklahomaTornado 🌀",1,0.99,0.01
963,arson,,"Tragedy in Brazil as a dam collapse floods entire villages, with casualties feared high. #DamDisaster #BrazilTragedy 💔",1,0.98,0.02
334,wounded,Americas Newsroom,Just saw a beautiful sunset over Cape Town today! The colors were unreal. #NatureLover #SouthAfrica 🌅,0,0.0,1.0
211,detonate,Milton/Tallahassee,"Hurricane Elena devastates Miami, leaving entire neighborhoods underwater. Evacuations ongoing. #FloridaDisaster 🌪️",1,0.99,0.01
791,hellfire,,The bustling markets of Marrakech are alive with colors and spices today—every corner tells a story. #MoroccanAdventure �,0,0.0,1.0
61,seismic,,Exploring the vibrant streets of Tokyo today! So much culture and delicious food to discover. #TravelJapan #Wanderlust 🌸,0,0.0,1.0
452,hailstorm,,Volcanic eruption in Bali forces thousands to flee. Lava and ash clouds visible for miles. #BaliEruption #NaturalDisaster 🌋,1,0.99,0.01
500,quarantine,,Local bakery in Toronto wins award for best sourdough bread. #FoodieWin 🍞,0,0.0,1.0
1002,razed,,"A massive earthquake just hit Turkey, collapsing buildings in Istanbul. Authorities urge calm as aftershocks continue. #EarthquakeAlert #TurkeyCrisis 💔",1,0.99,0.01
