"id","keyword","location","text","target","p_disaster","p_non_disaster"
"1597","bombed","","Photo bombed ???? http://t.co/arTUMHmBhh","0","0.5","0.5"
"5689","floods","Philippines","PAGASA 7:12am: YELLOW warning - Panay Island Guimaras Negros. Possible floods in low-lying areas &amp; landslides in mountainous areas.","0","0.5","0.5"
"6792","lightning","Holland MI via Houston, CLE","Corey Robinson having some solid reps at RT although as I type this he got beat on lightning dip by T. Walker","0","0.5","0.5"
"7024","mayhem","Boston/Montreal ","@RaynbowAffair Editor In Chief @DiamondKesawn Releases Issue #7 http://t.co/RPnEAJ6fOD of #RAmag. #Fashion #Models and #Mayhem","0","0.2","0.8"
"1241","blood","","@SetZorah dad why dont you claim me that mean that not right we look the same same eyes same blood same xbox 360 SMH -.-","0","0.5","0.5"
"2348","collapse","Pompano Beach, FL","Growth dries up for BHP Billiton as oil price collapse bites http://t.co/HQoD6v6DnC","0","0.5","0.5"
"6543","injury","Sacramento, CA","Traffic Collision - No Injury: I5 S at I5 S 43rd Ave offramp South Sac http://t.co/cT9ejXoLpu","0","0.5","0.5"
"2792","curfew","Adelaide, Australia","INFO U. CLD: SCT012 BKN025. EXP INST APCH. RWY 05. CURFEW IN OPER UNTIL 2030 Z. TAXIWAYS FOXTROT 5 &amp; FOXTROT 6 NAVBL. TMP: 10. WND: 030/6.","0","0.5","0.5"
"8079","rescue","USA","Lunch for the crew is made. Night night it's been a long day! 
~Peace~Love~Rescue~","0","0.5","0.5"
"6629","inundated","United States","#tech Data Overload: The Growing Demand for Context and Structure: In a world inundated with information... http://t.co/s0ctCQJvjX #news","0","0.2","0.8"
"4571","emergency%20plan","Calgary","Hello Calgary!! Important news!! Please be advised!!! http://t.co/ARKTJ9Qn4S","1","0.85","0.15"
"10149","upheaval","","The Great Upheaval By Winik Jay http://t.co/Ef4swP9SXZ http://t.co/Nb7MAAAOfs","0","0.5","0.5"
"5286","fear","","@shakjn @C7 @Magnums im shaking in fear he's gonna hack the planet","1","0.9","0.1"
"5119","fatal","Nakhon Si Thammarat","Investigators shift focus to cause of fatal Waimate fire http://t.co/c9dVDsSoFn","0","0.5","0.5"
"7459","obliteration","Maryland","@AuntieDote @RioSlade @Locke_Wiggins @akarb74 Not if one side is set on obliteration of govt and the other on fixing it. That's too far","0","0.5","0.5"
"513","army","Studio","But if you build an army of 100 dogs and their leader is a lion all dogs will fight like a lion.","0","0.5","0.5"
"10340","weapons","Ely, Cambridgeshire","Incredulous at continued outcry of welfare being a waste of taxpayers money but never similar objection to å£100bn on nuclear weapons","0","0.5","0.5"
"3845","detonate","Sydney, Australia","New music from @ApolloBrown featuring M.O.P.? 'Detonate' taken off his album 'Grandeur' coming soon - http://t.co/m1xYkEcRzr","0","0.5","0.5"
"3989","devastation","Washington DC","Fascinating pics from inside North Korea. Not propaganda not devastation - just people living life. http://t.co/E2Dbcpwd9u","0","0.2","0.8"
"8037","refugees","Bangalore, India","#Turkish couple decided to feed 4000 #Syrian #refugees as part of their #wedding celebrations http://t.co/EHLq3ZSPTd http://t.co/DjX5eLbrv1","0","0.5","0.5"
"10138","upheaval","","Ancient Mayan Tablet with Hieroglyphics Honors Lowly King http://t.co/WqIKqx9E3w","0","0.5","0.5"
"5034","eyewitness","","How ÛÏLittle BoyÛ Affected the People In Hiroshima ÛÒ Eyewitness Testimonials http://t.co/mUAnfWcRW9","0","0.5","0.5"
"2437","collide","New Orleans, LA","#NowPlaying the playlist 'When Jazz and Hip-Hop Collide' in @TIDALHiFi http://t.co/mzQq5PAi8G","0","0.5","0.5"
"1175","blight","Detroit, MI, United States","Article by Michael Jackman at Metro Times Detroit:
The group later downgraded the estimate to 37 square miles of... http://t.co/h31mmuduqt","0","0.3","0.7"
"5509","flames","Bacon","He better than Sean bro. I can admit that Sean is flames now. But he better than Sean https://t.co/aomQ1RYKmJ","0","0.5","0.5"
"6425","hurricane","","Stream HYPE HURRICANE","1","0.9","0.1"
"9271","sunk","","We may be just a week away from school but I don't think the idea of me being a senior has really sunk in yet","0","0.2","0.8"
"10784","wreckage","Mumbai","Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/5EBpYbFH4D","0","0.5","0.5"
"2490","collided","On the court ","DRob collided into Dan Hughes while she was going after the ball. Looks like he hurt his back as he fell back on the chair. Hope he's ok!","0","0.5","0.5"
"7125","military","","How do you call yourself a base conservative when u think it's okay 2 duck military service &amp; contribute thousands 2 #HillaryClinton 2012?","0","0.5","0.5"
"3450","derail","Dayton, OH","@realDonaldTrump @rushlimbaugh ITS PROOF democrats are AFRAID of TRUMP clintons are trying to DERAIL TRUMP w the meddling","1","0.9","0.1"
"7274","nuclear%20disaster","","3 Former Executives To Be Prosecuted In Fukushima Nuclear Disaster http://t.co/UmjpRRwRUU","0","0.5","0.5"
"3888","detonation","","Ignition Knock (Detonation) Sensor-Senso Standard fits 02-06 Acura RSX 2.0L-L4 http://t.co/VZaIQAMDCp http://t.co/ycecN44c8P","0","0.1","0.9"
"6693","landslide","","This Govt of Hubris has small maj yet acts as if it has a landslide. Opposition req'd with vision rigour &amp; hunger to serve this democracy.","0","0.5","0.5"
"146","aftershock","Instagram - @heyimginog ","@afterShock_DeLo scuf ps live and the game... cya","0","0.5","0.5"
"4760","evacuate","","Perhaps the criminal murderous #nazis should pack their bags &amp; evacuate themselves from London &amp; all #UK? #TubeStrike WELL DONE!","0","0.5","0.5"
"5353","fire","Sydney, Australia","I just checked in! ÛÒ at On Fire on @ZomatoAUS #LoveFood http://t.co/9l5kqykrbG","0","0.5","0.5"
"1971","bush%20fires","Head Office: United Kingdom","Insane bush fires in California. Be safe. https://t.co/jSlxTQ3NqS","1","0.95","0.05"
"7674","panic","elena's bed // info on link","Panic! at the Disco is the best song by this is gospel (acoustic) http://t.co/VCq2icptKI","0","0.5","0.5"
"10192","violent%20storm","ÌÏT: 1.50225,103.742992","Dramatic Video Shows Plane Landing During Violent Storm http://t.co/XRgPdlSWfD","0","0.5","0.5"
"8637","seismic","UK","ENGLAND EAST COAST. Dogger Bank Westward. 1. Seismic survey in progress by M/V Western Regent towing a 8400 metre long cable within areaÛ_","1","0.9","0.1"
"5664","floods","Australia","In #India 119000 people have taken shelter in the 966 relief camps the government has set up after the #floods:   http://t.co/eU8jypIzsd","0","0.5","0.5"
"1817","buildings%20on%20fire","New Hampshire","17 people displaced after 3-alarm fire tore through 2 apartment buildings on Second Street in Manchester. -- http://t.co/NzqwTCYidv #MHT","0","0.5","0.5"
"10366","weapons","??????","#Battlefield 1942 forgotten hope secret weapons","0","0.2","0.8"
"3107","debris","772 Temperance Permenence","Discovered Plane Debris Is From Missing Malaysia Airlines Flight 370 | TIME http://t.co/7fSn1GeWUX","0","0.5","0.5"
"2801","curfew","","Why Charlie Lim start at 9pm on this Sunday..... I have curfew leh :-(","0","0.5","0.5"
"2817","cyclone","","@XHNews We need these plants in the pacific during the cyclone seasons it would help","0","0.5","0.5"
"3896","detonation","","Ignition Knock (Detonation) Sensor-Senso Standard fits 97-98 Ford F-250 4.6L-V8 http://t.co/cudkRyUUAN http://t.co/DKOZymvY5l","0","0.5","0.5"
"8556","screams","New Jersey","He hit a tailor fucking made double play and Kay screams he was robbed of a hit.","0","0.5","0.5"
"6910","mass%20murderer","California, USA","#TheaterShooting DEFENDANT/MASS MURDERER CHOSE NOT 2 TESTIFY IN FINAL PHASE 3 so he won't therefore B subject 2 cross-exam or jury questions","0","0.5","0.5"
"3597","desolate","","I liked a @YouTube video http://t.co/M9YdA5k6jf Spyro 3 Texture Hacks - 'Desolate Gardens' [In-game]","0","0.1","0.9"
"683","attack","FIMAK A.S Ist Bolge Muduru","Strongly condemn attack on ARY news team in Karachi. A cowardly act against those simply trying to do their job!","0","0.5","0.5"
"871","bioterror","Worldwide","FedEx stops shipping potential bioterror pathogens http://t.co/tkeOAeDQKq #trucking","0","0.5","0.5"
"921","bioterrorism","","@ONU_France 74/75 Bioterrorism on '@Rockefeller_Chi/@RockefellerUniv'Heiress 2 evade lgl efforts 2 prosecute BLKs 4 @HarvardU kidnap'g.@AFP","0","0.5","0.5"
"5416","first%20responders","Long Eaton åá Derbyshire åá UK","Join #charity 10k #run event! @DoningtonDash
11am start Sun 20 Sept 2015
Castle Donington Community First Responders
https://t.co/G1Nw99YJ8U","0","0.2","0.8"
"7944","rainstorm","Sicamous, British Columbia","lizzie363 @CstSmith I drove thru deep water in a flash flood--rainstorm repair cost $14000. 25 yrs later people still thnk cars float!!!","0","0.5","0.5"
"2438","collide","Vancouver, BC","#Vancouver to host 100s of electronic art events including @MUTEK_Montreal. http://t.co/vjBhxN9x1O #ISEA2015","0","0.5","0.5"
"5746","forest%20fires","Montana ","The forest service now spends &gt;50% of its budget fighting fires http://t.co/SrSLCxHc2T","0","0.5","0.5"
"8939","snowstorm","Austin, TX","@PrablematicLA @Adweek I'm actually currently dressed for a snowstorm...despite being in the middle of a Texas summer. Thanks office A/C.","0","0.5","0.5"
"2179","catastrophic","United States","The Catastrophic Effects of Hiroshima and Nagasaki Atomic Bombings Still Being Felt Today http://t.co/tGcR5voFJ3","0","0.5","0.5"
"4678","engulfed","","#RaheelSharif is manifesting how one RIGHT man at the helm can save a Sinking Ship engulfed in a Dark-Stormy-Tidal-Sea. Well Done.","0","0.5","0.5"
"2311","collapse","Melrose","Watch The Terrifying Moment Two Giant Cranes Collapse Onto Homes: A row of homes was destroyed in seconds. http://t.co/G38Y8H1tJt","0","0.5","0.5"
"4034","disaster","London","RT @AmznFavorites THE DEVEREAUX DISASTER. 'Exciting scifi #thriller...' http://t.co/Mw9amBgAfq #SciFi #Kindle","0","0.5","0.5"
"7479","obliteration","Federal Capital Territory","Alhaji Putin is far from being a good person sha. At least I had front row seat to his complete obliteration of Ibeto cement a competitor.","0","0.5","0.5"
"8624","seismic","Bokaro Steel City, Jharkhand","@kakajambori ??
U control the future of india..
Yor Subject: Exploration or seismic Maintenance( Electrical or Mechanical)","0","0.5","0.5"
"6344","hostages","Tennessee","#hot  C-130 specially modified to land in a stadium and rescue hostages in Iran in 1980 http://t.co/zLco4UE5OQ #prebreak #best","0","0.5","0.5"
"3800","detonate","","Bomb squad set to detonate backpack Antioch Tenn. theater gunman had on him officials say - @Tennessean http://t.co/eb74iieIWn","0","0.5","0.5"
"1352","blown%20up","Cosmic Oneness","this is the first time a tweet has blown up almost half a day later... RE https://t.co/1BUF0xM53d","0","0.5","0.5"
"1440","body%20bagging","302???? 815","@Yankees body bagging mfs","0","0.5","0.5"
"7478","obliteration","India","There are no four truths-of pain of desire that is the origin of pain of the obliteration of that desire of the pain to that obliteration.","0","0.5","0.5"
"4122","drought","Orlando, FL","#weed news How marijuana is making California drought worse - Christian Science Monitor http://t.co/2SZ7oKjRXi","0","0.5","0.5"
"3996","devastation","","Water now tops the charts for highest global risk in terms of devastationÛ_ ahead of nuclear war or a global pandemic http://t.co/nbcvbSO9nm","0","0.5","0.5"
"5227","fatality","New Jersey","@Tellyfckngo @JayCootchi nah you hit homie wit the fatality and then son'd him wit the babality. Cold. Cold as fuck lmfaoooo.","0","0.3","0.7"
"10843","","","Omg earthquake","1","0.9","0.1"
"882","bioterrorism","OES 4th Point. sisSTAR & TI","I liked a @YouTube video http://t.co/XO2ZbPBJB3 FEMA REGION III TARGETED for BIOTERRORISM !!! NASA - JAPAN ROCKET LAUNCH with LITHIUM","0","0.5","0.5"
"3403","derail"," Road to the Billionaires Club","@shantaeskyy GM! I pray any attack of the enemy 2 derail ur destiny is blocked by the Lord &amp; that He floods ur life w/heavenly Blessings","0","0.5","0.5"
