id,keyword,location,text,target,p_disaster,p_non_disaster
40,army,? ,Baking sourdough in my Berlin kitchen today. The aroma is irresistible! #HomeChef 🍞,0,0.0,1.0
41,detonate,Paname City,"Strolling through the cherry blossoms in Kyoto, spring has never felt more magical. 🌸 #TravelJapan #SpringVibes",0,0.0,1.0
42,detonate,Paname City,Just finished reading 'The Midnight Library'—what a thought-provoking journey! Highly recommend for book lovers. 📚 #MustRead #Bookworm,0,0.0,1.0
43,detonate,Paname City,"Sipping espresso at a cozy café in Rome, the perfect way to start the day. ☕ #ItalianMornings #LaDolceVita",0,0.0,1.0
44,detonate,Paname City,Watching the northern lights in Iceland—nature’s most breathtaking light show. 🌌 #BucketList #AuroraBorealis,0,0.0,1.0
45,oil%20spill,"Lyallpur, Pakistan","BREAKING: Massive earthquake strikes Nepal, leaving thousands homeless. Rescue efforts underway. #NepalQuake2023 🌍💔",1,0.99,0.01
46,oil%20spill,"Lyallpur, Pakistan",Just witnessed a terrifying wildfire spread across the Australian outback. The sky is orange and ash is falling like snow. #WildfireAlert 🔥😢,1,0.95,0.05
47,oil%20spill,"Lyallpur, Pakistan","Tornado tears through Oklahoma, flattening homes and cutting power lines. Stay safe, everyone. #TornadoWarning ⚠️🌪️",1,0.99,0.01
48,oil%20spill,"Lyallpur, Pakistan",Horrific floods in Bangladesh displace millions. Entire villages submerged under water. #ClimateCrisis 🚣‍♂️🌧️,1,0.99,0.01
49,hellfire,??????????? ???????????..? ,"The cherry blossoms in Kyoto are blooming beautifully this spring, a perfect time for reflection and peace. #Nature #Japan 🌸",0,0.0,1.0
50,hellfire,??????????? ???????????..? ,Just finished a thrilling book about ancient Egyptian history—so fascinating how their culture influences us today! #History #Cairo 📚,0,0.0,1.0
51,hellfire,??????????? ???????????..? ,Morning hikes in the Swiss Alps always clear my mind and energize my soul. #Adventure #Switzerland 🏔️,0,0.0,1.0
52,hellfire,??????????? ???????????..? ,Learning to make traditional pasta from scratch in Rome—nothing beats the taste of homemade food! #Cooking #Italy 🍝,0,0.0,1.0
53,demolition,USA,"Massive earthquake strikes Tokyo, leaving thousands homeless. Rescue efforts underway. #JapanQuake �",1,0.99,0.01
54,demolition,USA,"Wildfires rage across the Amazon, threatening indigenous communities and wildlife. #SaveTheAmazon 🔥🌳",1,0.95,0.05
55,demolition,USA,"Just witnessed a terrifying tornado tear through Oklahoma City. Stay safe, everyone. #StormAlert 🌪️",1,0.95,0.05
56,demolition,USA,"Floodwaters submerge entire villages in Bangladesh, displacing millions. Humanitarian aid urgently needed. #ClimateCrisis 💧",1,0.99,0.01
57,nuclear%20disaster,,"Breaking: Massive wildfire engulfs Australian outback, thousands evacuated. Authorities fear unprecedented damage. #ClimateEmergency 🌍🔥",1,0.99,0.01
58,nuclear%20disaster,,Just witnessed a terrifying mudslide in Peru—entire villages buried under debris. Rescue efforts underway. #NaturalDisaster 😢,1,0.95,0.05
59,nuclear%20disaster,,"Tornado rips through Texas suburbs, leaving destruction in its wake. Homes flattened, lives upended. #StaySafe 🌀",1,0.95,0.05
60,nuclear%20disaster,,Volcanic eruption in Indonesia forces mass evacuations as ash clouds spread. Air travel disrupted across Asia. #DisasterAlert 🌋,1,0.98,0.02
61,seismic,,Exploring the vibrant streets of Tokyo today! So much culture and delicious food to discover. #TravelJapan #Wanderlust 🌸,0,0.0,1.0
62,seismic,,Just launched our new eco-friendly product line in Berlin! Sustainable living starts with small steps. #GreenFuture #Innovation 🌍,0,0.0,1.0
63,seismic,,Morning hike in the Swiss Alps—breathtaking views and fresh mountain air. Nature truly is the best therapy. #OutdoorLife #Peaceful 🏔️,0,0.0,1.0
64,seismic,,Celebrating the grand opening of our café in Buenos Aires! Come by for a cup of freshly brewed coffee. #GrandOpening #CoffeeLovers ☕,0,0.0,1.0
65,bioterror,"Melbourne, Florida","BREAKING: Earthquake in Nepal triggers massive landslides, burying entire villages. Rescue efforts underway. #NepalQuake2023 🏔️",1,0.99,0.01
66,bioterror,"Melbourne, Florida",Toxic chemical spill in Brazil's Amazon river threatens indigenous communities and wildlife. Authorities urge immediate evacuation. #SaveTheAmazon 💧,1,0.95,0.05
67,bioterror,"Melbourne, Florida","Wildfires rage across Australian outback, destroying thousands of acres. Climate crisis intensifies. #AustraliaBurns 🔥",1,0.99,0.01
68,bioterror,"Melbourne, Florida",Tsunami warning issued for Japan after 7.6 magnitude quake strikes coastal region. Residents flee to higher ground. #JapanTsunami 🌊,1,0.99,0.01
69,rubble,Italy,Exploring the vibrant tech startups in Nairobi's bustling innovation hubs. #AfricanTech #FutureIsHere 🚀,0,0.0,1.0
70,rubble,Italy,A serene morning in Kyoto's bamboo forest – nature's perfect symphony. #PeacefulJapan 🌿🍃,0,0.0,1.0
71,rubble,Italy,Brazil's new solar energy project aims to power 1M homes by 2025. Clean energy for the win! #GreenBrazil ☀️💡,0,0.0,1.0
72,rubble,Italy,The Louvre's latest exhibit showcases Renaissance art with a modern twist. A must-see in Paris! #ArtLovers 🎨✨,0,0.0,1.0
73,ambulance,USA,"A massive earthquake strikes Nepal, leaving hundreds homeless and rescue teams scrambling. #NaturalDisaster #NepalQuake 🏚️",1,0.99,0.01
74,ambulance,USA,"Breaking: Typhoon Haiyan devastates the Philippines, with winds tearing through villages. Stay safe! #TyphoonAlert #Philippines 🌪️",1,0.98,0.02
75,ambulance,USA,Tragedy in Mexico as a landslide buries a small town under tons of mud. Rescue efforts are underway. #Landslide #MexicoCity 💔,1,0.95,0.05
76,ambulance,USA,"Wildfires rage across Australia, consuming forests and threatening wildlife. Evacuations in progress. #WildfireCrisis #Australia 🔥",1,0.99,0.01
77,rescuers,"Here, there and everywhere","BREAKING: Massive earthquake strikes Nepal, reducing ancient temples to rubble. Thousands feared trapped. Rescue teams en route. #NepalQuake #DisasterAlert �",1,0.99,0.01
78,rescuers,"Here, there and everywhere","Just witnessed a terrifying wildfire sweep through California hills. Flames taller than trees, skies turned orange. Evacuations underway. #Wildfire2023 🔥🌲",1,0.98,0.02
79,rescuers,"Here, there and everywhere","Typhoon Haiyan leaves Philippines in ruins: entire villages submerged, power lines down. Survivors plead for aid. #TyphoonHaiyan #HelpNeeded 🌊",1,0.99,0.01
80,rescuers,"Here, there and everywhere","Tornado tears through Oklahoma suburbs, flipping cars like toys. Schools and hospitals severely damaged. #OklahomaTornado #EmergencyResponse 🌪️",1,0.98,0.02
81,sandstorm,USA,"A massive earthquake just rocked Tokyo, collapsing buildings and triggering tsunami warnings. Stay safe, everyone. #NaturalDisaster 🚨",1,0.99,0.01
82,sandstorm,USA,"Wildfires are raging across the Australian outback, forcing thousands to evacuate. The sky is literally orange. #ClimateEmergency 🔥",1,0.99,0.01
83,sandstorm,USA,"Hurricane Maria devastates Puerto Rico, leaving entire towns underwater. Relief efforts are underway. #HelpNeeded 🌊",1,0.99,0.01
84,sandstorm,USA,"Volcanic eruption in Iceland sends ash clouds miles high, disrupting flights across Europe. #NatureWrath 🌋",1,0.95,0.05
85,rubble,ON,"Breaking: Massive earthquake strikes Tokyo, leaving thousands homeless. Rescue efforts underway. #JapanDisaster 🏚️",1,0.99,0.01
86,rubble,ON,"Wildfires rage across Australia, destroying entire towns. Climate crisis can't be ignored. #AusFire 🔥🌍",1,0.95,0.05
87,rubble,ON,"Hurricane Maria devastates Puerto Rico—power grid wiped out, millions in the dark. #CaribbeanCrisis 💨",1,0.99,0.01
88,rubble,ON,Volcanic eruption in Indonesia forces mass evacuations. Ash clouds disrupt flights globally. #RingOfFire 🌋,1,0.99,0.01
89,razed,,"Breaking: Massive earthquake strikes southern Japan, collapsing buildings and triggering tsunami warnings. #DisasterAlert #JapanQuake 🌊",1,0.99,0.01
90,razed,,Heartbreaking scenes in Kenya as floods displace thousands after weeks of relentless rain. #KenyaFloods #ClimateEmergency 💔,1,0.95,0.05
91,razed,,"Tornado tears through rural Texas, leaving a trail of destruction and power outages. #TexasStorm #NaturalDisaster 🌪️",1,0.98,0.02
92,razed,,Volcanic eruption in Indonesia forces evacuations as ash clouds spread for miles. #VolcanoAlert #IndonesiaEruption 🔥,1,0.98,0.02
93,dust%20storm,Idaho,"Sunny skies over Barcelona today, perfect for a stroll along the beach. Light breeze and 24°C—ideal weather! #SunnyBarcelona #PerfectDay ☀️",0,0.0,1.0
94,dust%20storm,Idaho,"Farmers in Kenya report a bountiful harvest this season, with maize yields up 15% from last year. #GoodNews #Agriculture 🌾",0,0.0,1.0
95,dust%20storm,Idaho,"The cherry blossoms in Kyoto are in full bloom, drawing crowds to the parks. A breathtaking sight! #SakuraSeason #Japan 🌸",0,0.0,1.0
96,dust%20storm,Idaho,"Coffee lovers rejoice: A new café just opened in Vienna, serving the finest locally roasted beans. #CoffeeTime #ViennaLife ☕",0,0.0,1.0
97,rubble,California,Exploring the vibrant street markets of Marrakech – a feast for the senses! 🎨🌶️ #TravelDiaries #MoroccoMagic,0,0.0,1.0
98,rubble,California,Tech startups in Berlin are thriving with innovative solutions for urban mobility. #FutureCities #StartupLife,0,0.0,1.0
99,rubble,California,A serene morning hike in the Canadian Rockies – nature's therapy at its finest. 🏔️✨ #OutdoorAdventure #PeacefulEscape,0,0.0,1.0
100,rubble,California,New art exhibition in Tokyo blends traditional calligraphy with digital animation. 🖌️🚀 #CreativeJapan #ArtLovers,0,0.0,1.0
101,earthquake,,The local bakery in Tokyo just introduced matcha croissants – a game changer for breakfast lovers! #FoodieFinds #TokyoEats 🥐,0,0.0,1.0
102,earthquake,,"Traffic in Lagos is at a standstill again, but at least the street vendors have amazing plantain chips. #LagosLife 🚗",0,0.1,0.9
103,earthquake,,Why is the WiFi in Berlin cafes always so slow? Trying to work here is a test of patience. #DigitalNomadStruggles ☕,0,0.0,1.0
104,earthquake,,Sunsets in Cape Town never disappoint – the colors tonight are unreal. #NatureLover #SouthAfrica 🌅,0,0.0,1.0
105,nuclear%20disaster,,"Breaking: Massive earthquake strikes #Indonesia, collapsing buildings and triggering tsunamis. Thousands feared trapped. #NaturalDisaster #PrayForSulawesi 🌍",1,0.99,0.01
106,nuclear%20disaster,,Just witnessed a horrific chemical plant explosion in #Texas. Thick black smoke covering the sky. Authorities urging evacuations. #IndustrialDisaster ☢️,1,0.98,0.02
107,nuclear%20disaster,,"Tragedy unfolds as wildfires rage across #Australia, destroying homes and wildlife. Unprecedented scale of destruction. #ClimateEmergency 🔥",1,0.95,0.05
108,nuclear%20disaster,,A deadly landslide in #Peru has buried entire villages under mud. Rescue efforts hampered by heavy rain. #HumanitarianCrisis 🏔️,1,0.98,0.02
109,burning,Blogland,"Sunset strolls along the beaches of Bali, the sound of waves blending with laughter. Pure serenity. #ParadiseFound 🌴🌊",0,0.0,1.0
110,burning,Blogland,"Breaking: A 6.3 magnitude earthquake strikes southern Italy, causing widespread structural damage. Rescue operations underway. #ItalyQuake",1,0.99,0.01
111,burning,Blogland,"Cozy afternoon in Tokyo’s cat café, sipping matcha latte while a tabby purrs on my lap. Bliss. #ChillVibes 🐱🍵",0,0.0,1.0
112,burning,Blogland,"Wildfires rage across Alberta, forcing evacuations and scorching vast forests. Authorities urge immediate action. #CanadaBurns 🔥🚨",1,0.98,0.02
113,mudslide,Co. Tyrone Northern Ireland,"Strolling through Kyoto's cherry blossoms, sipping matcha under the pink canopy. Pure serenity. #SakuraSeason #JapanVibes 🌸",0,0.0,1.0
114,mudslide,Co. Tyrone Northern Ireland,Just baked a lemon drizzle cake that's so fluffy it might float away! Perth mornings are sweet. #BakingJoy #AussieEats 🍰,0,0.0,1.0
115,mudslide,Co. Tyrone Northern Ireland,"Lost in the rhythm of Rio's carnival, samba beats and glitter everywhere. Life doesn’t get brighter! #CarnivalMagic #Brazil 🌟",0,0.0,1.0
116,mudslide,Co. Tyrone Northern Ireland,Watching the northern lights in Iceland while wrapped in a wool blanket. Nature’s finest show. #AuroraBorealis #ChasingLight ✨,0,0.0,1.0
117,thunderstorm,73101,"BREAKING: Magnitude 6.7 earthquake strikes northern Japan, triggering tsunami warnings along coastal regions. Stay safe and follow evacuation orders. #DisasterAlert #JapanQuake 🌊",1,0.99,0.01
118,thunderstorm,73101,Just witnessed a massive wildfire spreading rapidly through the forests of British Columbia. The sky is orange and ash is falling like snow. #BCFire #ClimateEmergency 🔥,1,0.98,0.02
119,thunderstorm,73101,"Tornado touches down in rural Kansas, destroying homes and uprooting trees. Emergency crews are on scene. Seek shelter immediately if nearby. #KansasStorm #TornadoWarning 🌪️",1,0.99,0.01
120,thunderstorm,73101,Flash floods devastate Jakarta after torrential rains overwhelm drainage systems. Thousands displaced and roads submerged. #IndonesiaFloods #StaySafe 💧,1,0.98,0.02
121,demolition,,Just saw the most adorable puppy parade in Tokyo today! 🐕 #PuppyLove #TokyoVibes,0,0.0,1.0
122,demolition,,The sunrise over the vineyards in Tuscany is pure magic. 🌄 #TravelGoals #Italy,0,0.0,1.0
123,demolition,,Laughing so hard at my cat’s attempt to climb the curtains in Berlin. 😹 #CatLife #Fail,0,0.0,1.0
124,demolition,,Spent the afternoon exploring hidden bookshops in Lisbon. So many treasures! 📚 #Bookworm #Portugal,0,0.0,1.0
125,exploded,LFC x GSW,"BREAKING: Massive earthquake hits Tokyo, buildings collapsed and fires raging. #DisasterAlert 🚨",1,0.99,0.01
126,exploded,LFC x GSW,Just witnessed a tornado rip through Oklahoma City—total devastation. #NatureWrath 🌪️,1,0.95,0.05
127,exploded,LFC x GSW,Avalanche in the Swiss Alps buried entire villages under snow. Rescue efforts underway. #AlpineTragedy ❄️,1,0.95,0.05
128,exploded,LFC x GSW,"Volcanic eruption in Indonesia spews lava miles high, forcing mass evacuations. #RingOfFire 🔥",1,0.99,0.01
129,screamed,,Just witnessed the most breathtaking sunset in Santorini! The colors were unreal 🌅 #TravelGoals #GreekParadise,0,0.0,1.0
130,screamed,,My dog just learned how to spin in circles for treats and now he won’t stop. Send help 😂 #PuppyProblems #BerlinLife,0,0.0,1.0
131,screamed,,"Spent the afternoon baking cookies in Toronto, and somehow they’re all gone already? 🍪 #SweetTooth #BakingFun",0,0.0,1.0
132,screamed,,The way this café in Kyoto serves matcha latte with a tiny origami swan is next-level adorable 🦢 #JapanVibes #CoffeeArt,0,0.0,1.0
133,detonation,,"Breaking: Massive wildfire engulfs northern Alberta, forcing thousands to evacuate. Air quality hazardous across the region. #CanadaBurns 🌲🔥",1,0.99,0.01
134,detonation,,"Just witnessed a terrifying gas explosion in downtown Mumbai—buildings collapsed, emergency crews rushing in. Pray for the victims. #DisasterAlert 💥",1,0.98,0.02
135,detonation,,Tsunami warning issued after 8.7 magnitude quake strikes off Chile's coast. Coastal towns urged to seek higher ground immediately. #NatureWrath 🌊,1,0.99,0.01
136,detonation,,Horrific train derailment in rural Kazakhstan—chemical spill contaminating local water sources. Rescue operations underway. #KZDisaster 🚆☢️,1,0.98,0.02
137,hellfire,jeddah | Khartoum,"Patience is the key to inner peace. In every moment of stillness, we find strength and clarity. #Mindfulness #Serenity #Kenya",0,0.0,1.0
138,hellfire,jeddah | Khartoum,"A gentle heart and kind words can heal wounds unseen. Spread love, not judgment, wherever you go. #Compassion #Morocco 🌿",0,0.0,1.0
139,hellfire,jeddah | Khartoum,The beauty of a sunrise reminds us of life's endless possibilities. Embrace each day with gratitude. #NewBeginnings #Japan 🌅,0,0.0,1.0
140,hellfire,jeddah | Khartoum,Wisdom grows in silence; listen more than you speak. The quietest minds often hold the deepest truths. #Reflection #Norway,0,0.0,1.0
141,arson,"Jerusalem, Israel","A massive earthquake has struck northern Chile, leaving hundreds homeless and rescue teams scrambling. #NaturalDisaster #ChileQuake 🌍",1,0.99,0.01
142,arson,"Jerusalem, Israel",Just witnessed a terrifying plane crash near Jakarta airport—smoke billowing and emergency crews rushing in. Thoughts with all affected. #AviationDisaster 😢,1,0.95,0.05
143,arson,"Jerusalem, Israel","Flash floods sweep through rural Bangladesh, destroying villages and displacing thousands. Aid urgently needed. #ClimateCrisis 🚨",1,0.99,0.01
144,arson,"Jerusalem, Israel","Wildfires rage uncontrollably in southern Greece, forcing evacuations and threatening ancient sites. #GlobalWarning 🔥",1,0.99,0.01
145,dead,South Stand,Just spilled coffee all over my new shirt... great start to the day in Toronto. #MondayBlues ☕,0,0.0,1.0
146,dead,South Stand,"Lost my keys again, spent an hour searching my apartment in Berlin. #ClumsyLife 🔑",0,0.01,0.99
147,dead,South Stand,The sunset over Sydney Harbour today was absolutely breathtaking! #NatureLovers 🌅,0,0.0,1.0
148,dead,South Stand,"Forgot to charge my phone overnight, now battling 5% battery in Nairobi. #TechFail 📱",0,0.1,0.9
149,wreckage,,"Breaking: Massive earthquake strikes northern Chile, toppling buildings and cutting power to thousands. Rescue teams are en route. #ChileQuake 🌍",1,0.99,0.01
150,wreckage,,Avalanche buries ski resort in Switzerland; dozens missing as search operations begin amid heavy snowfall. Stay safe out there. #AlpineDisaster ❄️,1,0.95,0.05
151,wreckage,,"Tornado tears through rural Oklahoma, leaving a trail of destruction. Emergency shelters are opening for displaced families. #OKStorm 🌀",1,0.99,0.01
152,wreckage,,Volcanic eruption in Indonesia forces evacuation of entire island. Ash cloud disrupts flights across Southeast Asia. #RingOfFire 🌋,1,0.99,0.01
153,loud%20bang,Kenya,Just saw a squirrel steal an entire slice of pizza in downtown Toronto. The audacity! 🍕🐿️ #UrbanWildlife #PizzaHeist,0,0.01,0.99
154,loud%20bang,Kenya,Rumor has it that the 'mysterious' lights over Berlin last night were just a drone show. So much for aliens! 👽🚁 #Disappointed #BerlinBuzz,0,0.1,0.9
155,loud%20bang,Kenya,"My cat knocked over a lamp in Tokyo, and for a second, I thought it was an earthquake. Drama queen. 😼💡 #CatAstrophe #FalseAlarm",0,0.1,0.9
156,loud%20bang,Kenya,"In Sydney, a seagull stole my sandwich mid-bite. Now I understand the term 'hangry' on a whole new level. 🥪😤 #SeagullProblems #FoodFail",0,0.0,1.0
157,traumatised,,"The sunset over Kyoto today was absolutely breathtaking, painting the sky in hues of gold and crimson. #NatureBeauty #JapanViews 🌅",0,0.0,1.0
158,traumatised,,Just spilled coffee all over my new shirt—what a way to start the morning in Toronto! #MondayBlues ☕,0,0.0,1.0
159,traumatised,,Lost my keys somewhere in Berlin and spent hours retracing my steps. Finally found them in the fridge! #Phew #StrangeDay,0,0.01,0.99
160,traumatised,,"Reading a book by the Seine, sipping espresso, and pretending to be poetic. #ParisVibes #Bookworm 📚",0,0.0,1.0
161,typhoon,Dhaka,"Massive earthquake rocks Peru, leaving thousands homeless and infrastructure in ruins. Rescue teams scramble to find survivors. #PeruQuake 🌍",1,0.99,0.01
162,typhoon,Dhaka,Just witnessed the most breathtaking sunset in Santorini—golden hues melting into the Aegean Sea. Pure magic! #TravelDreams ✨,0,0.0,1.0
163,typhoon,Dhaka,"Tornado tears through Oklahoma, flattening homes and uprooting lives. Communities rally to rebuild. #OklahomaStrong 💔",1,0.95,0.05
164,typhoon,Dhaka,Spent the day exploring Kyoto's bamboo forests—serenity and whispers of nature at every turn. #WanderlustJapan 🌿,0,0.0,1.0
165,drowning,"Pennsylvania, USA","The sunset over Kyoto today was absolutely breathtaking, painting the sky in hues of gold and pink. #NatureBeauty #JapanVibes 🌅",0,0.0,1.0
166,drowning,"Pennsylvania, USA","Stuck in traffic for two hours in Mumbai, but at least the street food is keeping me sane! #UrbanLife #PatienceTest 🚗",0,0.01,0.99
167,drowning,"Pennsylvania, USA",My cat just knocked over the entire bookshelf in Berlin—guess I’m redecorating tonight. #PetChaos #HomeDrama 😼,0,0.1,0.9
168,drowning,"Pennsylvania, USA",Lost my keys in Buenos Aires again... third time this month! #ForgetfulMe #AdventureTime 🔑,0,0.0,1.0
169,wreckage,uk,"Breaking: Massive earthquake strikes northern Chile, toppling buildings and cutting power to millions. Rescue teams are scrambling to reach affected areas. #ChileQuake #DisasterAlert 🌍",1,0.99,0.01
170,wreckage,uk,Avalanche buries ski resort in Switzerland; dozens missing as search operations face extreme weather. Thoughts with the families during this tragic time. #SwissAvalanche ❄️,1,0.95,0.05
171,wreckage,uk,"Tornado tears through rural Bangladesh, leaving entire villages flattened and hundreds homeless. Aid groups urge immediate support. #BangladeshTornado 🌀",1,0.99,0.01
172,wreckage,uk,"Volcanic eruption in Indonesia forces mass evacuations as ash clouds disrupt flights across Southeast Asia. Stay safe, everyone. #IndonesiaVolcano 🌋",1,0.99,0.01
173,buildings%20on%20fire,UK,"Breaking: Massive earthquake hits Tokyo, buildings collapsing. Rescue efforts underway. #DisasterAlert #JapanQuake 🌍",1,0.99,0.01
174,buildings%20on%20fire,UK,"Just witnessed a terrifying avalanche in the Swiss Alps. Stay safe out there, folks. #NatureStrikes #SwissAlps ❄️",1,0.85,0.15
175,buildings%20on%20fire,UK,Horrific plane crash reported near Rio de Janeiro. Emergency teams rushing to the scene. #AirDisaster #BrazilCrash ✈️,1,0.98,0.02
176,buildings%20on%20fire,UK,Volcanic eruption in Indonesia sends ash clouds miles high. Evacuations ordered immediately. #VolcanoAlert #IndonesiaEruption 🌋,1,0.98,0.02
177,hellfire,,"The cherry blossoms in Kyoto are in full bloom this spring, painting the city in delicate shades of pink. A perfect time for reflection and peace. #NatureLover #Japan",0,0.0,1.0
178,hellfire,,"Just finished a morning hike in the Swiss Alps—crisp air, breathtaking views, and a sense of serenity. 🏔️ #AdventureTime #Switzerland",0,0.0,1.0
179,hellfire,,"In Rio, the rhythm of samba fills the streets, uniting people in joy and dance. Music truly is the universal language. 🎶 #Brazil #CulturalVibes",0,0.0,1.0
180,hellfire,,"Reading a book under the olive trees in Greece, with the Aegean Sea whispering nearby. Pure tranquility. 📖 #MediterraneanLife #Peaceful",0,0.0,1.0
181,structural%20failure,Indonesia,"A massive earthquake has struck Tokyo, collapsing buildings and triggering tsunami warnings. Rescue teams are scrambling to save lives amid the chaos. #JapanQuake 🚨",1,0.99,0.01
